tasknum,tsktknm,tskstfas,tskactcd,tskclass,tskrqact,tskrspn,tskdassn,tskdtc,tskddue,tskdcls,tskstown,tskstat,tskownts,tskclstm,tskadusr,tskadtm,tskmdusr,tskmdtm,tsactive,tsspare1,tsspare2,tsspare3,tsread1,tsread,tskorder,tssys
2860911D10,2860911,NATALIE ,VBA15,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2015-03-27,180,2015-09-23,2015-03-28,RO83,C,,,RO83,2015-03-27,RO44,2015-03-28,,,,,,,,
2860911D11,2860911,POA,VBA07,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2015-03-28,8,2015-04-05,2015-04-06,RO44,C,,,RO44,2015-03-28,RO44,2015-04-06,,,,,,,,
2860911D12,2860911,POA,VBA07,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2015-04-06,120,2015-08-04,2015-05-09,RO44,C,,,RO44,2015-04-06,RO44,2015-05-09,,,,,,,,
2860911D2,2860911,BECKY,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-14,30,2014-04-13,2014-03-14,RO83,C,,,RO83,2014-03-14,RO83,2014-03-14,,,,,,,,
2860911D3,2860911,JASON,VBA43,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-14,30,2014-04-13,2014-03-17,RO83,C,,,RO83,2014-03-14,RO83,2014-03-17,,,,,,,,
2860911D4,2860911,BECKY,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-03-17,30,2014-04-16,2014-03-17,RO83,C,,,RO83,2014-03-17,RO83,2014-03-17,,,,,,,,
2860911D5,2860911,JASON,VBA40,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-04-16,90,2014-07-15,2014-05-29,RO83,C,,,RO83,2014-04-16,RO83,2014-05-29,,,,,,,,
2860911D6,2860911,CHELSEY,VBA08,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-05-29,60,2014-07-28,2014-05-29,RO83,C,,,RO83,2014-05-29,RO83,2014-05-29,,,,,,,,
2860911D7,2860911,JASON,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-08-18,90,2014-11-16,2014-11-19,RO83,C,,,RO83,2014-08-18,RO83,2014-11-19,,,,,,,,
2860911D8,2860911,JASON (VVA),VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2014-11-19,45,2015-01-03,2015-03-25,RO83,C,,,RO83,2014-11-19,RO83,2015-03-25,,,,,,,,
2860911D9,2860911,NATALIE,VBA30,ACTIVE,Quis et in et officia est porro consequatur.,Quia quae unde officiis eum eveniet.,2015-03-25,30,2015-04-24,2015-03-27,RO83,C,,,RO83,2015-03-25,RO83,2015-03-27,,,,,,,,
2861831D1,2861831,PHONE CALL REQ,VBA30,ACTIVE,Vero voluptatem rerum omnis.,,2014-01-13,30,2014-02-12,2014-07-29,RO48,C,,,RO48,2014-01-13,RO48,2014-07-29,,,,,,,,
2861831D10,2861831,DRO,VBA07,ACTIVE,Vero voluptatem rerum omnis.,,2016-07-11,10,2016-07-21,2016-07-20,RO48,C,,,RO48,2016-07-11,RO48,2016-07-20,,,,,,,,
2861831D11,2861831,DRO,VBA30,ACTIVE,Vero voluptatem rerum omnis.,,2016-07-20,30,2016-08-19,2016-07-21,RO48,C,,,RO48,2016-07-20,RO48,2016-07-21,,,,,,,,
2861831D12,2861831,CA,VBA15,ACTIVE,Vero voluptatem rerum omnis.,,2016-07-21,180,2017-01-17,2016-07-21,RO48,C,,,RO48,2016-07-22,RO48,2016-07-22,,,,,,,,
2861831D13,2861831,CA,VBA30,ACTIVE,Vero voluptatem rerum omnis.,,2016-08-20,30,2016-09-19,2016-08-20,RO48,C,,,RO48,2016-08-20,RO48,2016-08-20,,,,,,,,
2861831D14,2861831,59,B,ACTIVE,Vero voluptatem rerum omnis.,,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
2861831D2,2861831,VSR,VBA40,ACTIVE,Vero voluptatem rerum omnis.,,2014-09-27,30,2014-10-27,2014-10-17,RO48,C,,,RO48,2014-09-27,RO48,2014-10-17,,,,,,,,
2861831D3,2861831,CA,VBA15,ACTIVE,Vero voluptatem rerum omnis.,,2015-07-30,300,2016-05-25,2016-07-21,RO48,C,,,RO48,2014-10-17,RO48,2016-07-21,,,,,,,,
2861831D4,2861831,DRO,VBA40,ACTIVE,Vero voluptatem rerum omnis.,,2014-10-17,120,2015-02-14,2015-07-30,RO48,C,,,RO48,2014-10-17,RO48,2015-08-01,,,,,,,,
2861831D5,2861831,CA,VBA07,ACTIVE,Vero voluptatem rerum omnis.,,2015-07-30,21,2015-08-20,2015-08-19,RO48,C,,,RO48,2015-08-01,RO48,2015-08-19,,,,,,,,
2861831D6,2861831,DRO,VBA30,ACTIVE,Vero voluptatem rerum omnis.,,2015-08-19,30,2015-09-18,2016-04-08,RO48,C,,,RO48,2015-08-19,RO48,2016-04-08,,,,,,,,
2861831D7,2861831,SVSR,VBA08,ACTIVE,Vero voluptatem rerum omnis.,,2016-04-08,60,2016-06-07,2016-04-08,RO48,C,,,RO48,2016-04-08,RO48,2016-04-08,,,,,,,,
2861831D8,2861831,DRO,VBA17,ACTIVE,Vero voluptatem rerum omnis.,,2016-04-08,30,2016-05-08,2016-07-11,RO48,C,,,RO48,2016-04-08,RO48,2016-07-11,,,,,,,,
2861831D9,2861831,VSR,VBA30,ACTIVE,Vero voluptatem rerum omnis.,,2016-07-11,30,2016-08-10,2016-07-11,RO48,C,,,RO48,2016-07-11,RO48,2016-07-11,,,,,,,,
2864624D1,2864624,VSR,VBA31,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2014-01-15,60,2014-03-16,2014-01-24,RO31,C,,,RO31,2014-01-18,RO31,2014-01-24,,,,,,,,
2864624D2,2864624,JRL,VBA35,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2014-01-24,60,2014-03-25,2014-04-29,RO31,C,,,RO31,2014-01-24,RO31,2014-04-29,,,,,,,,
2864624D3,2864624,VSR,VBA30,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2015-08-14,30,2015-09-13,2015-12-17,RO31,C,,,RO31,2015-08-14,RO31,2015-12-17,,,,,,,,
2864624D4,2864624,VSR,VBA40,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-01-19,60,2016-03-19,2016-01-25,RO31,C,,,RO31,2016-01-22,RO31,2016-01-25,,,,,,,,
2864624D5,2864624,VSR DH,VBA15,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-01-25,180,2016-07-23,2016-05-12,RO31,C,,,RO31,2016-01-25,RO31,2016-05-12,,,,,,,,
2864624D6,2864624,RS,VBA15,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2016-05-12,999,2019-02-05,,RO31,P,,,RO31,2016-05-12,RO31,2016-11-10,,,,,,,,
2864624D7,2864624,ARICE1,B,ACTIVE,Minus voluptatem atque rerum dolore amet.,Laudantium quidem voluptatibus dicta aut autem non.,2017-10-10,30,2017-11-21,,ARICE1,P,,,ARICE1,2017-10-10,,,,,,,,,,
2865144D1,2865144,VSR,VBA35,ACTIVE,Quo tempora beatae voluptatem non quia doloremque.,,2014-01-21,60,2014-03-22,2014-03-14,RO19,C,,,RO19,2014-01-21,RO19,2014-03-14,,,,,,,,
2865144D2,2865144,DRO,VBA17,ACTIVE,Quo tempora beatae voluptatem non quia doloremque.,,2014-03-14,60,2014-05-13,2014-03-14,RO19,C,,,RO19,2014-03-14,RO19,2014-03-14,,,,,,,,
2865144D3,2865144,BVA,VBA15,ACTIVE,Quo tempora beatae voluptatem non quia doloremque.,,2015-09-29,10,2015-10-09,,RO19,P,,,RO19,2015-09-29,RO19,2017-12-01,,,,,,,,
2865144D4,2865144,DRO,VBA07,ACTIVE,Quo tempora beatae voluptatem non quia doloremque.,,2014-04-14,21,2014-05-05,2014-04-23,RO19,C,,,RO19,2014-04-10,RO19,2014-04-23,,,,,,,,
2866269D1,2866269,FILES,VBA35,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2014-01-23,290,2014-11-09,2014-03-19,RO25,C,,,RO25,2014-01-23,RO25,2014-03-19,,,,,,,,
2866269D10,2866269,DRO ,VBA42,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2017-03-14,30,2017-04-13,2017-07-14,RO25,C,,,RO25,2017-03-14,RO25,2017-07-14,,,,,,,,
2866269D11,2866269,AL,VBA07,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2017-07-21,10,2017-07-31,2017-07-31,RO25,C,,,RO25,2017-07-21,RO25,2017-07-31,,,,,,,,
2866269D12,2866269,59,B,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2017-11-28,30,2017-12-28,,,P,,,SBARTELL,2017-11-28,,,,,,,,,,
2866269D2,2866269,NOD,VBA35,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2014-03-19,60,2014-05-18,2015-06-25,RO25,C,,,RO25,2014-03-19,RO25,2015-06-25,,,,,,,,
2866269D3,2866269,DRO,VBA42,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2015-06-25,30,2015-07-25,2015-07-01,RO25,C,,,RO25,2015-06-25,RO25,2015-07-01,,,,,,,,
2866269D4,2866269,RO25,VBA34,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-02-09,60,2016-04-09,2016-02-09,RO25,C,,,,,RO25,2016-02-09,,,,,,,,
2866269D5,2866269,VETERAN/POA,VBA30,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-02-09,60,2016-04-09,2016-02-10,RO25,C,,,RO25,2016-02-09,RO25,2016-02-10,,,,,,,,
2866269D6,2866269,VAMC CLEVELAND,VBA01,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-02-10,30,2016-03-11,2016-04-06,RO25,C,,,RO25,2016-02-10,RO25,2016-04-06,,,,,,,,
2866269D7,2866269,DRO,VBA42,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-04-06,30,2016-05-06,2016-10-03,RO25,C,,,RO25,2016-04-06,RO25,2016-10-03,,,,,,,,
2866269D8,2866269,DRO,VBA08,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-10-03,30,2016-11-02,2016-11-29,RO25,C,,,RO25,2016-10-03,RO25,2016-11-29,,,,,,,,
2866269D9,2866269,AL,VBA06,ACTIVE,Odit itaque et beatae qui fugiat facere quo vero.,Aut voluptates earum aut sapiente placeat ea pariatur.,2016-11-29,30,2016-12-29,2017-03-14,RO25,C,,,RO25,2016-11-29,RO25,2017-03-14,,,,,,,,
2866470D1,2866470,FILES,VBA35,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2014-01-23,100,2014-05-03,2014-05-10,RO18,C,,,RO18,2014-01-23,RO18,2014-05-10,,,,,,,,
2866470D2,2866470,WSOPC,VBA01,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2014-05-10,30,2014-06-09,2014-06-02,RO18,C,,,RO18,2014-05-10,RO18,2014-06-02,,,,,,,,
2866470D3,2866470,VBMS,VBA06,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2014-04-30,60,2014-06-29,2014-08-31,RO18,C,,,RO18,2014-06-17,SBARTELL,2014-09-01,,,,,,,,
2866470D4,2866470,RO18,VBA34,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2014-10-22,60,2014-12-21,2014-11-20,RO18,C,,,,,RO17,2014-11-20,,,,,,,,
2866470D5,2866470,VBMS,VBA06,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2016-05-28,60,2016-07-27,2016-09-20,RO18,C,,,RO18,2016-05-28,RO18,2016-09-20,,,,,,,,
2866470D6,2866470,VBMS,VBA17,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2016-09-20,300,2017-07-17,2017-07-18,RO18,C,,,RO18,2016-09-20,RO18,2017-07-18,,,,,,,,
2866470D7,2866470,VBMS,VBA15,ACTIVE,Ut qui quis quae.,Aperiam fugit suscipit architecto et quo eos alias.,2016-12-22,365,2017-12-22,,RO18,P,,,RO18,2016-12-22,RO18,2017-07-18,,,,,,,,
2866935D1,2866935,FILES,VBA31,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2014-01-24,60,2014-03-25,2016-06-07,RO11,C,,,RO11,2014-01-24,RO11,2016-06-07,,,,,,,,
2866935D2,2866935,DRO CO,VBA42,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2016-06-07,30,2016-07-07,2016-07-27,RO11,C,,,RO11,2016-06-07,RO11,2016-07-27,,,,,,,,
2866935D3,2866935,DROCO,VBA07,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2016-09-30,10,2016-10-10,2016-10-03,RO11,C,,,RO11,2016-09-30,RO11,2016-10-03,,,,,,,,
2866935D4,2866935,VSRJS,VBA43,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2016-10-03,1,2016-10-04,2016-10-11,RO11,C,,,RO11,2016-10-03,RO11,2016-10-11,,,,,,,,
2866935D5,2866935,VSRPE,VBA30,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2016-10-11,15,2016-10-26,2016-10-11,RO11,C,,,RO11,2016-10-11,RO11,2016-10-11,,,,,,,,
2866935D6,2866935,59,B,ACTIVE,Laudantium corporis sed tenetur ducimus enim id fugiat.,Magnam nihil illum nobis molestiae aperiam minima.,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
2867283D1,2867283,VSR,VBA31,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2014-01-25,90,2014-04-25,2015-04-22,RO17,C,,,RO17,2014-01-25,RO17,2015-04-22,,,,,,,,
2867283D2,2867283,VSR,VBA35,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2015-04-22,60,2015-06-21,2015-06-22,RO17,C,,,RO17,2015-04-22,RO17,2015-06-22,,,,,,,,
2867283D3,2867283,LEE COUNTY,VBA01,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2016-10-18,30,2016-11-17,2016-11-07,RO17,C,,,RO17,2016-10-18,RO17,2016-11-07,,,,,,,,
2867283D4,2867283,DRO,VBA06,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2016-11-07,30,2016-12-07,2016-12-13,RO17,C,,,RO17,2016-11-07,RO17,2016-12-13,,,,,,,,
2867283D5,2867283,VSR,VBA40,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2017-01-25,30,2017-02-24,2017-02-02,RO17,C,,,RO17,2017-01-25,RO17,2017-02-02,,,,,,,,
2867283D6,2867283,DRO,VBA07,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2017-02-02,10,2017-02-12,2017-02-13,RO17,C,,,RO17,2017-02-02,RO17,2017-02-13,,,,,,,,
2867283D7,2867283,59,B,ACTIVE,Illum praesentium iure pariatur cum non aut.,At quaerat sequi aut nihil optio doloremque quia qui.,2017-08-29,30,2017-09-28,,,P,,,SBARTELL,2017-08-29,,,,,,,,,,
2867550D1,2867550,NOD,VBA31,ACTIVE,Hic sit qui cum sint tempore sit autem modi.,,2014-01-23,130,2014-06-02,2014-03-11,RO51,C,,,RO51,2014-01-26,RO51,2014-03-11,,,,,,,,
2867550D2,2867550,NOD,VBA42,ACTIVE,Hic sit qui cum sint tempore sit autem modi.,,2014-03-11,60,2014-05-10,2015-01-29,RO51,C,,,RO51,2014-03-11,RO51,2015-01-29,,,,,,,,
2867550D3,2867550,HKUHIC,VBA30,ACTIVE,Hic sit qui cum sint tempore sit autem modi.,,2014-08-06,30,2014-09-05,2014-09-17,RO51,C,,,RO51,2014-08-06,RO51,2014-09-17,,,,,,,,
2867550D4,2867550,DRO,VBA40,ACTIVE,Hic sit qui cum sint tempore sit autem modi.,,2015-02-24,240,2015-10-22,2015-07-27,RO51,C,,,RO51,2015-03-02,RO51,2015-07-27,,,,,,,,
2867550D5,2867550,59,B,ACTIVE,Hic sit qui cum sint tempore sit autem modi.,,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
2867636D1,2867636,VSR,VBA35,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2014-01-27,60,2014-03-28,2014-04-02,RO81,C,,,RO81,2014-01-27,RO81,2014-04-02,,,,,,,,
2867636D2,2867636,DROZT,VBA43,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2014-04-02,30,2014-05-02,2014-06-12,RO81,C,,,RO81,2014-04-02,RO81,2014-06-12,,,,,,,,
2867636D3,2867636,RO81,VBA34,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2015-06-23,60,2015-08-22,2015-06-23,RO81,C,,,,,RO81,2015-06-23,,,,,,,,
2867636D4,2867636,VSRSR,VBA43,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2015-06-23,1,2015-06-24,2015-06-24,RO81,C,,,RO81,2015-06-23,RO81,2015-06-24,,,,,,,,
2867636D5,2867636,PMCSCR,VBA30,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2015-06-24,30,2015-07-24,2015-06-30,RO81,C,,,RO81,2015-06-24,SBARTELL,2015-07-01,,,,,,,,
2867636D6,2867636,RO81,VBA34,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2015-07-20,60,2015-09-18,2015-10-07,RO81,C,,,,,RO81,2015-10-07,,,,,,,,
2867636D7,2867636,VSRSRO,VBA43,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2015-10-07,1,2015-10-08,2015-10-08,RO81,C,,,RO81,2015-10-07,RO81,2015-10-08,,,,,,,,
2867636D8,2867636,BVA,VBA14,ACTIVE,Ullam rerum ea pariatur dolor nulla quo id dolores.,Corrupti placeat voluptatem cum id aperiam.,2017-12-05,90,2018-03-05,,RO19,P,,,RO19,2017-12-05,RO19,2017-12-05,,,,,,,,
2868124D1,2868124,DRO,VBA17,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2014-01-27,500,2015-06-11,2015-09-09,RO40,C,,,RO40,2014-01-27,RO40,2015-09-09,,,,,,,,
2868124D2,2868124,DRO,VBA17,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2015-04-13,240,2015-12-09,2015-11-24,RO40,C,,,RO40,2015-04-13,RO40,2015-11-24,,,,,,,,
2868124D3,2868124,VSR,VBA40,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2015-12-17,10,2015-12-27,2015-12-23,RO40,C,,,RO40,2015-12-17,RO40,2015-12-23,,,,,,,,
2868124D4,2868124,COACH,VBA15,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2015-12-23,180,2016-06-20,2016-02-22,RO40,C,,,RO40,2015-12-23,RO40,2016-02-22,,,,,,,,
2868124D5,2868124,DRO,VBA01,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2016-10-21,30,2016-11-20,2017-02-01,RO40,C,,,RO40,2016-10-21,RO40,2017-02-01,,,,,,,,
2868124D6,2868124,RVSR,VBA42,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2017-02-01,30,2017-03-03,2017-05-01,RO40,C,,,RO40,2017-02-01,RO40,2017-05-01,,,,,,,,
2868124D7,2868124,DRO,VBA43,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2017-05-18,30,2017-06-17,,RO40,P,,,RO40,2017-05-18,RO40,2017-05-18,,,,,,,,
2868124D8,2868124,VSR,VBA30,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2017-06-24,5,2017-06-29,,RO40,P,,,RO40,2017-06-24,RO40,2017-06-24,,,,,,,,
2868124D9,2868124,59,B,ACTIVE,Illo aliquam nihil et et et.,Vel aut assumenda et aut molestias voluptas sapiente magni.,2017-08-22,30,2017-09-21,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
2868344D1,2868344,216NOD,VBA31,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2014-01-28,180,2014-07-27,2014-07-28,RO44,C,,,RO44,2014-01-28,RO44,2015-08-18,,,,,,,,
2868344D2,2868344,RO44,VBA34,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2016-02-11,60,2016-04-11,2016-02-11,RO44,C,,,,,RO44,2016-02-11,,,,,,,,
2868344D3,2868344,216CERT,VBA40,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2016-02-11,30,2016-03-12,2016-03-21,RO44,C,,,RO44,2016-02-11,RO44,2016-03-21,,,,,,,,
2868344D4,2868344,216CERT,VBA42,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2016-03-21,280,2016-12-26,2016-12-23,RO44,C,,,RO44,2016-03-21,RO44,2016-12-23,,,,,,,,
2868344D5,2868344,216DEV,VBA07,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2016-12-23,21,2017-01-13,2017-01-30,RO44,C,,,RO44,2016-12-23,RO44,2017-01-30,,,,,,,,
2868344D6,2868344,59,B,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2017-08-22,30,2017-11-28,,,P,,,SBARTELL,2017-08-22,,,,,,,,,,
2868344D7,2868344,SRENNER,D,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2017-10-04,90,2018-01-02,2017-10-17,MMOHR,C,,,MMOHR,2017-10-04,MMOHR,2017-10-17,,,,,,,,
2868344D8,2868344,59,B,ACTIVE,Est deleniti aut corrupti.,Itaque sit ut aliquam nemo quo voluptates repellendus.,2017-11-29,30,2017-12-29,,BVAPSORISIO,P,,,BVAPSORISIO,2017-11-29,,,,,,,,,,
2869549D1,2869549,VSR,VBA31,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2014-01-30,30,2014-03-01,2014-03-05,RO48,C,,,RO48,2014-01-30,RO48,2014-03-05,,,,,,,,
2869549D10,2869549,CA,VBA15,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2016-10-18,180,2017-04-16,2016-10-18,RO48,C,,,RO48,2016-10-18,RO48,2016-10-18,,,,,,,,
2869549D11,2869549,59,B,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2017-09-05,30,2017-10-05,,,P,,,SBARTELL,2017-09-05,,,,,,,,,,
2869549D2,2869549,VSR,VBA35,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2014-03-05,60,2014-05-04,2014-06-03,RO48,C,,,RO48,2014-03-05,RO48,2014-06-03,,,,,,,,
2869549D3,2869549,TRAD,VBA17,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2014-06-03,300,2015-03-30,2014-07-30,RO48,C,,,RO48,2014-06-03,RO48,2014-07-30,,,,,,,,
2869549D4,2869549,VSR,VBA40,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2014-09-19,60,2014-11-18,2014-10-20,RO48,C,,,RO48,2014-09-19,RO48,2014-10-20,,,,,,,,
2869549D5,2869549,DRO,VBA07,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2016-02-23,10,2016-03-04,2016-03-04,RO48,C,,,RO48,2016-02-23,RO48,2016-03-04,,,,,,,,
2869549D6,2869549,DRO,VBA40,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2014-10-20,120,2015-02-17,2016-02-23,RO48,C,,,RO48,2014-10-20,RO48,2016-02-23,,,,,,,,
2869549D7,2869549,VSR,VBA30,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2016-02-23,30,2016-03-24,2016-02-23,RO48,C,,,RO48,2016-02-23,RO48,2016-02-23,,,,,,,,
2869549D8,2869549,RVSR,VBA30,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2016-03-04,30,2016-04-03,2016-07-19,RO48,C,,,RO48,2016-03-04,RO48,2016-07-19,,,,,,,,
2869549D9,2869549,DRO,VBA30,ACTIVE,Molestias unde voluptatem dicta aut et sit voluptatem quo.,Ea ut sit necessitatibus delectus qui quo commodi at.,2016-07-19,90,2016-10-17,2016-10-18,RO48,C,,,RO48,2016-07-19,RO48,2016-10-18,,,,,,,,
2871148D1,2871148,TWARD,VBA35,ACTIVE,Sit quas et quasi aspernatur ab architecto in laudantium.,Et sequi provident voluptatem.,2014-02-01,60,2014-04-02,2016-03-17,RO13,C,,,RO13,2014-02-01,RO13,2016-03-17,,,,,,,,
2871148D2,2871148,RO13,VBA34,ACTIVE,Sit quas et quasi aspernatur ab architecto in laudantium.,Et sequi provident voluptatem.,2016-09-01,60,2016-10-31,2016-10-28,RO13,C,,,,,RO13,2016-10-28,,,,,,,,
