ftkey,ftdesc,ftadusr,ftadtim,ftmdusr,ftmdtim,ftactive,fttype,ftsys,ftspare1,ftspare2,ftspare3
DG8012,Hematomyelia,SBARTELL,1999-05-05,,,A,DG,,,,
DG8013,"Syphilis, cerebrospinal",SBARTELL,1999-05-05,,,A,DG,,,,
DG8014,"Syphilis, meningovascular",SBARTELL,1999-05-05,,,A,DG,,,,
DG8015,Tabes dorsalis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8017,Amyotrophic lateral sclerosis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8018,Multiple sclerosis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8019,"Meningitis, cerebrospinal, epidemic",SBARTELL,1999-05-05,,,A,DG,,,,
DG8020,"Brain, abscess of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8021,"Spinal cord, new growths of, malignant",SBARTELL,1999-05-05,,,A,DG,,,,
DG8022,"Spinal cord, new growths of, benign",SBARTELL,1999-05-05,,,A,DG,,,,
DG8023,Progressive muscular atrophy,SBARTELL,1999-05-05,,,A,DG,,,,
DG8024,Syringomyelia,SBARTELL,1999-05-05,,,A,DG,,,,
DG8025,Myasthenia gravis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8045,Brain disease due to trauma,SBARTELL,1999-05-05,,,A,DG,,,,
DG8046,Cerebral arteriosclerosis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8099,Other central nervous system disease,SBARTELL,1999-05-05,,,A,DG,,,,
DG8100,Migraine,SBARTELL,1999-05-05,,,A,DG,,,,
DG8103,"Tic, convulsive",SBARTELL,1999-05-05,,,A,DG,,,,
DG8104,"Paramyoclonus multiplex (convulsive state, myoclonic type)",SBARTELL,1999-05-05,,,A,DG,,,,
DG8105,"Chorea, Sydenham's",SBARTELL,1999-05-05,,,A,DG,,,,
DG8106,"Chorea, Huntington's",SBARTELL,1999-05-05,,,A,DG,,,,
DG8107,"Athetosis, acquired",SBARTELL,1999-05-05,,,A,DG,,,,
DG8108,Narcolepsy,SBARTELL,1999-05-05,,,A,DG,,,,
DG8199,Other misc. neurological diseases,SBARTELL,1999-07-29,,,A,DG,,,,
DG8205,"Fifth (trigeminal) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8207,"Seventh (facial) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8209,"Ninth (glossopharyngeal) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8210,"Tenth (pneumogastric, vagus) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8211,"Eleventh (spinal accessory, external branch) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8212,"Twelfth (hypoglossal) cranial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8299,Other cranial nerve paralysis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8305,"Fifth (trigeminal) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8307,"Seventh (facial) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8309,"Ninth (glossopharyngeal) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8310,"Tenth (pneumogastric, vagus) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8311,"Eleventh (spinal accessory, external branch) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8312,"Twelfth (hypoglossal) cranial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8399,Other cranial nerve neuritis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8405,"Fifth (trigeminal) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8407,"Seventh (facial) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8409,"Ninth (glossopharyngeal) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8410,"Tenth (pneumogastric, vagus) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8411,"Eleventh (spinal accessory, external branch) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8412,"Twelfth (hypoglossal) cranial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8499,Other cranial nerve neuralgia,SBARTELL,1999-05-05,,,A,DG,,,,
DG8510,"Upper radicular group (fifth and sixth cervicals), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8511,"Middle radicular group, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8512,"Lower radicular group, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8513,"All radicular groups, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8514,"The musculospiral nerve (radial nerve), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8515,"The median nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8516,"The ulnar nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8517,"Musculocutaneous nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8518,"Circumflex nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8519,"Long thoracic nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8520,"Sciatic nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8521,"External popliteal nerve (common peroneal), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8522,"Musculocutaneous nerve (superficial peroneal), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8523,"Anterior tibial nerve (deep peroneal), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8524,"Internal popliteal nerve (tibial), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8525,"Posterior tibial nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8526,"Anterior crural nerve (femoral), paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8527,"Internal saphenous nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8528,"Obturator nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8529,"External cutaneous nerve of thigh, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8530,"Ilio-inguinal nerve, paralysis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG8540,Soft-tissue sarcoma (of neurogenic origin),SBARTELL,1999-05-05,,,A,DG,,,,
DG8599,Other peripheral nerve paralysis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8610,"Upper radicular group (fifth and sixth cervicals), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8611,"Middle radicular group, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8612,"Lower radicular group, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8613,"All radicular groups, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8614,"The musculospiral nerve (radial nerve), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8615,"The median nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8616,"The ulnar nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8617,"Musculocutaneous nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8618,"Circumflex nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8619,"Long thoracic nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8620,"Sciatic nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8621,"External popliteal nerve (common peroneal), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8622,"Musculocutaneous nerve (superficial peroneal), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8623,"Anterior tibial nerve (deep peroneal), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8624,"Internal popliteal nerve (tibial), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8625,"Posterior tibial nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8626,"Anterior crural nerve (femoral), neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8627,"Internal saphenous nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8628,"Obturator nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8629,"External cutaneous nerve of thigh, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8630,"Ilio-inguinal nerve, neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8699,Other peripheral nerve neuritis,SBARTELL,1999-05-05,,,A,DG,,,,
DG8710,"Upper radicular group (fifth and sixth cervicals), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8711,"Middle radicular group, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8712,"Lower radicular group, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8713,"All radicular groups, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8714,"The musculospiral nerve (radial nerve), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8715,"The median nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8716,"The ulnar nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8717,"Musculocutaneous nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8718,"Circumflex nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8719,"Long thoracic nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8720,"Sciatic nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8721,"External popliteal nerve (common peroneal), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8722,"Musculocutaneous nerve (superficial peroneal), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8723,"Anterior tibial nerve (deep peroneal), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8724,"Internal popliteal nerve (tibial), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8725,"Posterior tibial nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8726,"Anterior crural nerve (femoral), neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8727,"Internal saphenous nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8728,"Obturator nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8729,"External cutaneous nerve of thigh, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8730,"Ilio-inguinal nerve, neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8799,Other peripheral nerve neuralgia,SBARTELL,1999-05-05,,,A,DG,,,,
DG8850,"Undiagnosed condition, musculoskeletal diseases",SBARTELL,1999-05-05,,,A,DG,,,,
DG8851,"Undiagnosed condition, amputations",SBARTELL,1999-05-05,,,A,DG,,,,
DG8852,"Undiagnosed condition, joints, skull, and ribs",SBARTELL,1999-05-05,,,A,DG,,,,
DG8853,"Undiagnosed condition, muscle injuries",SBARTELL,1999-05-05,,,A,DG,,,,
DG8860,"Undiagnosed condition, diseases of the eye",SBARTELL,1999-05-05,,,A,DG,,,,
DG8861,"Undiagnosed condition, hearing loss",SBARTELL,1999-05-05,,,A,DG,,,,
DG8862,"Undiagnosed condition, ear and other sense organs",SBARTELL,1999-05-05,,,A,DG,,,,
DG8863,"Undiagnosed condition, systemic diseases",SBARTELL,1999-05-05,,,A,DG,,,,
DG8865,"Undiagnosed condition, nose and throat",SBARTELL,1999-05-05,,,A,DG,,,,
DG8866,"Undiagnosed condition, trachea and bronchi",SBARTELL,1999-05-05,,,A,DG,,,,
DG8867,"Undiagnosed condition, tuberculosis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8868,"Undiagnosed condition, lungs and pleura",SBARTELL,1999-05-05,,,A,DG,,,,
DG8870,"Undiagnosed condition, heart diseases",SBARTELL,1999-05-05,,,A,DG,,,,
DG8871,"Undiagnosed condition, arteries and veins",SBARTELL,1999-05-05,,,A,DG,,,,
DG8872,"Undiagnosed condition, upper digestive system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8873,"Undiagnosed condition, lower digestive system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8875,"Undiagnosed condition, genitourinary system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8876,"Undiagnosed condition, gynecological system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8877,"Undiagnosed condition, hemic and lymphatic system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8878,"Undiagnosed condition, skin",SBARTELL,1999-05-05,,,A,DG,,,,
DG8879,"Undiagnosed condition, endocrine system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8880,"Undiagnosed condition, central nervous system",SBARTELL,1999-05-05,,,A,DG,,,,
DG8881,"Undiagnosed condition, miscellaneous neurological",SBARTELL,1999-05-05,,,A,DG,,,,
DG8882,"Undiagnosed condition, cranial nerve paralysis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8883,"Undiagnosed condition, cranial nerve neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8884,"Undiagnosed condition, cranial nerve neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8885,"Undiagnosed condition, peripheral nerve paralysis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8886,"Undiagnosed condition, peripheral nerve neuritis",SBARTELL,1999-05-05,,,A,DG,,,,
DG8887,"Undiagnosed condition, peripheral nerve neuralgia",SBARTELL,1999-05-05,,,A,DG,,,,
DG8889,"Undiagnosed condition, epilepsies",SBARTELL,1999-05-05,,,A,DG,,,,
DG8892,"Undiagnosed condition, psychotic disorders",SBARTELL,1999-05-05,,,A,DG,,,,
DG8893,"Undiagnosed condition, organic mental",SBARTELL,1999-05-05,,,A,DG,,,,
DG8894,"Undiagnosed condition, psychoneurotic",SBARTELL,1999-05-05,,,A,DG,,,,
DG8895,"Undiagnosed condition, psychophysiologic",SBARTELL,1999-05-05,,,A,DG,,,,
DG8899,"Undiagnosed condition, dental and oral",SBARTELL,1999-05-05,,,A,DG,,,,
DG8910,"Epilepsy, grand mal",SBARTELL,1999-05-05,,,A,DG,,,,
DG8911,"Epilepsy, petit mal",SBARTELL,1999-05-05,,,A,DG,,,,
DG8912,"Epilepsy, Jacksonian and focal motor or sensory",SBARTELL,1999-05-05,,,A,DG,,,,
DG8913,"Epilepsy, diencephalic",SBARTELL,1999-05-05,,,A,DG,,,,
DG8914,"Epilepsy, psychomotor",SBARTELL,1999-05-05,,,A,DG,,,,
DG8999,Other epilepsy,SBARTELL,1999-05-05,,,A,DG,,,,
DG9201,"Schizophrenia, disorganized type",SBARTELL,1999-05-05,,,A,DG,,,,
DG9202,"Schizophrenia, catatonic type",SBARTELL,1999-05-05,,,A,DG,,,,
DG9203,"Schizophrenia, paranoid type",SBARTELL,1999-05-05,,,A,DG,,,,
DG9204,"Schizophrenia, undifferentiated type",SBARTELL,1999-05-05,,,A,DG,,,,
DG9205,"Schizophrenia, residual type; other and unspecified types",SBARTELL,1999-05-05,,,A,DG,,,,
DG9208,Delusional disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9210,"Psychotic disorder, not otherwise specified (atypical psychosis)",SBARTELL,1999-05-05,,,A,DG,,,,
DG9211,Schizoaffective disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9299,Other psychotic disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9300,Delirium,SBARTELL,1999-05-05,,,A,DG,,,,
DG9301,Dementia due to infection (see code for list),SBARTELL,1999-05-05,,,A,DG,,,,
DG9304,Dementia due to head trauma,SBARTELL,1999-05-05,,,A,DG,,,,
DG9305,Vascular dementia,SBARTELL,1999-05-05,,,A,DG,,,,
DG9310,Dementia of unknown etiology,SBARTELL,1999-05-05,,,A,DG,,,,
DG9312,Dementia of the Alzheimer's type,SBARTELL,1999-05-05,,,A,DG,,,,
DG9326,"Dementia due to other neurologic or general medical conditions, or substance- induced",SBARTELL,1999-05-05,,,A,DG,,,,
DG9327,"Organic mental disorder, other (inc. personality change due to a general medical condition)",SBARTELL,1999-05-05,,,A,DG,,,,
DG9400,Generalized anxiety disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9403,Specific (simple) phobia; social phobia,SBARTELL,1999-05-05,,,A,DG,,,,
DG9404,Obsessive compulsive disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9410,Other and unspecified neurosis,SBARTELL,1999-05-05,,,A,DG,,,,
DG9411,Post-traumatic stress disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9412,Panic disorder and/or agoraphobia,SBARTELL,1999-05-05,,,A,DG,,,,
DG9413,"Anxiety disorder, not otherwise specified",SBARTELL,1999-05-05,,,A,DG,,,,
DG9416,Dissociative amnesia; diss. fugue; diss. identity disorder (multiple personality disorder),SBARTELL,1999-05-05,,,A,DG,,,,
DG9417,Depersonalization disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9421,Somatization disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9422,Pain disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9423,Undifferentiated somatoform disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9424,Conversion disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9425,Hypochondriasis,SBARTELL,1999-05-05,,,A,DG,,,,
DG9431,Cyclothymic disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9432,Bipolar disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9433,Dysthymic disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9434,Major depressive disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9435,"Mood disorder, not otherwise specified",SBARTELL,1999-05-05,,,A,DG,,,,
DG9440,Chronic adjustment disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9499,Other nonpsychotic emotional illness,SBARTELL,1999-05-05,,,A,DG,,,,
DG9520,Anorexia nervosa,SBARTELL,1999-05-05,,,A,DG,,,,
DG9521,Bulimia nervosa,SBARTELL,1999-05-05,,,A,DG,,,,
DG9599,Other eating disorder,SBARTELL,1999-05-05,,,A,DG,,,,
DG9900,"Maxilla or mandible, chronic osteomyelitis or osteoradionecrosis of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9901,"Mandible, loss of, complete, between angles",SBARTELL,1999-05-05,,,A,DG,,,,
DG9902,"Mandible, loss of approximately one-half",SBARTELL,1999-05-05,,,A,DG,,,,
DG9903,"Mandible, nonunion of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9904,"Mandible, malunion of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9905,"Temporomandibular articulation, limited motion of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9906,"Ramus, loss of whole or part of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9907,"Ramus, loss of less than one-half the substance of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9908,"Condyloid process, loss of, one or both sides",SBARTELL,1999-05-05,,,A,DG,,,,
DG9909,"Coronoid process, loss of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9911,"Hard palate, loss of half or more",SBARTELL,1999-05-05,,,A,DG,,,,
DG9912,"Hard palate, loss of less than half of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9913,"Teeth, loss of, due to loss of body of maxilla or mandible without loss of continuity",SBARTELL,1999-05-05,,,A,DG,,,,
DG9914,"Maxilla, loss of more than half",SBARTELL,1999-05-05,,,A,DG,,,,
DG9915,"Maxilla, loss of half or less",SBARTELL,1999-05-05,,,A,DG,,,,
DG9916,"Maxilla, malunion or nonunion of",SBARTELL,1999-05-05,,,A,DG,,,,
DG9999,Other dental or oral condition,SBARTELL,1999-05-05,,,A,DG,,,,
RR1,1 - Medical Examination,RAK,1994-03-07,SBARTELL,1995-09-13, ,RR,,,,
RR10,Additional Issues for AOJ Consideration,RAK,1994-03-07,,, ,RR,,,,
RR11,Environ. Spt Grp Rpt.,RAK,1994-03-07,,, ,RR,,,,
RR12,Application of Additional Laws and Regs,RAK,1994-03-07,,, ,RR,,,,
RR13,Service Dept. Records,RAK,1994-03-07,,, ,RR,,,,
RR14,AOJ Consideration Pursuant to Bernard,RAK,1994-03-07,,, ,RR,,,,
RR15,Private Medical Records,RAK,1994-03-07,,, ,RR,,,,
RR16,Hearing Required,RAK,1994-03-07,,, ,RR,,,,
RR17,Other Records,RAK,1994-03-07,,, ,RR,,,,
RR18,New Evidence Received/No Waiver of AOJ,RAK,1994-03-07,,, ,RR,,,,
RR19,Other,RAK,1994-03-07,,, ,RR,,,,
RR1A,Clarify Diagnosis,SBARTELL,1998-10-02,,,A,RN,I. Med Exam,,BOTH,01
RR1B,Stale Record / Current Findings,SBARTELL,1998-10-02,,,A,RN,I. Med Exam,,BOTH,02
RR1C,Assess pain/functional loss,SBARTELL,1998-10-02,SBARTELL,1998-10-27,A,RN,I. Med Exam,,BOTH,03
RR1D,Nexus Opinion,SBARTELL,1998-10-02,,,A,RN,I. Med Exam,,BOTH,06
RR1E,Incomplete Findings,SBARTELL,1998-10-02,,,A,RN,I. Med Exam,,BOTH,04
RR1F,Consider new criteria,SBARTELL,1998-10-02,,,A,RN,I. Med Exam,,BOTH,05
RR2,Stays,RAK,1994-03-07,,, ,RR,,,,
RR20,1994 Herbicide Review,RAK,1994-03-07,,,,RR,,,,
RR2A,VA Medical records,SBARTELL,1998-10-02,,,A,RN,II. Other Evid.,,BOTH,08
RR2B,Specified private medical records,SBARTELL,1998-10-02,,,A,RN,II. Other Evid.,,BOTH,09
RR2C,Service Personnel Records/USASCRUR,SBARTELL,1998-10-02,,,A,RN,II. Other Evid.,,BOTH,10
RR2D,Social Security Records or equivalent,SBARTELL,1998-10-02,,,A,RN,II. Other Evid.,,BOTH,11
RR2E,Service Medical Records,SBARTELL,1998-10-02,,,A,RN,II. Other Evid.,,BOTH,12
RR2F,Employment Records,SBARTELL,2002-01-17,,,A,RN,II. Other Evid.,,BOTH,13
RR2G,Missing VA Files,SBARTELL,2002-01-17,,,I,RN,II. Other Evid.,,BOTH,
RR2H,Other Records,,,,,A,RN,II. Other Evid.,,BOTH,14
RR2I,Nexus Opinion (no exam required),SBARTELL,2002-09-26,,,A,RN,II. Other Evid.,,BOTH,07
RR3,Social/Industrial Survey,RAK,1994-03-07,,, ,RR,,,,
RR3A,Hearing - BVA Travel Board,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,REM,15
RR3B,Hearing - Video No Show,SBARTELL,1998-10-02,SBARTELL,1998-10-27,A,RN,III. Due Process,,REM,16
RR3C,Consider New Evidence,SBARTELL,1998-10-02,,,I,RN,III. Due Process,,REM,
RR3D,Apply new legislation/regulatory change,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,21
RR3E,Apply existing court precedent,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,24
RR3F,Bernard deficiency,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,25
RR3G,Other due process deficiency,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,26
RR3H,Hearing - Hearing Officer,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,REM,17
RR3I,Consider Intertwined (additional) Issues,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,REM,18
RR3J,Apply existing law/regulation,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,22
RR3K,Apply new court precedent,SBARTELL,1998-10-02,SBARTELL,1998-10-27,A,RN,III. Due Process,,BOTH,23
RR3L,Apply contested claim procedures,SBARTELL,1998-10-02,,,A,RN,III. Due Process,,BOTH,27
RR3M,Issuance of SOC/Manlincon,SBARTELL,1999-10-28,SBARTELL,1999-10-28,A,RN,III. Due Process,,REM,19
RR3N,Deferred Issue,SBARTELL,2000-10-17,SBARTELL,2000-10-17,A,RN,III. Due Process,,BOTH,28
RR3O,Hearing - Video Conference,SBARTELL,2002-10-29,,,A,RN,III. Due Process,,REM,20
RR4,New Legislation/Regulation,RAK,1994-03-07,,, ,RR,,,,
RR4A,Medical Exam,SBARTELL,1998-10-02,,,A,RN,IV. Noncompli.,,BOTH,30
RR4B,Due Process,SBARTELL,1998-10-02,,,A,RN,IV. Noncompli.,,BOTH,29
RR4C,Other evidence,SBARTELL,1998-10-02,,,A,RN,IV. Noncompli.,,BOTH,31
RR5,Resolution/Clarification of Diagnosis,RAK,1994-03-07,,, ,RR,,,,
RR5A,IME,SBARTELL,2002-09-24,,,A,RN,V. Opinion Req,,DEV,32
RR5B,VHA,SBARTELL,2002-09-24,,,A,RN,V. Opinion Req,,DEV,33
RR5C,AFIP,SBARTELL,2002-09-24,,,A,RN,V. Opinion Req,,DEV,34
RR6,Application of New Court Precedent,RAK,1994-03-07,,, ,RR,,,,
RR7,VA Field Examination,RAK,1994-03-07,,, ,RR,,,,
RR8,Remand by Court,RAK,1994-03-07,,,,RR,,,,
RR9,VA Records,RAK,1994-03-07,,, ,RR,,,,
RRAA,No Notice Sent,SBARTELL,2004-10-01,,,A,R5,Duty to Notify,,,01
RRAB,Incorrect notice sent,SBARTELL,2004-10-01,,,A,R5,Duty to Notify,,,02
RRAC,Legally inadequate notice,SBARTELL,2004-10-01,SBARTELL,2008-09-19,A,R5,Duty to Notify,,,03
RRBA,Service treatment records,SBARTELL,2004-10-01,SBARTELL,2008-09-19,A,R5,Duty to Assist Records Request,,,04
RRBB,Service personnel records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,05
RRBC,JSRRC ,SBARTELL,2004-10-01,SBARTELL,2008-09-19,A,R5,Duty to Assist Records Request,,,06
RRBD,VA medical records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,07
RRBE,Social Security records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,08
RRBF,Private medical records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,09
RRBG,Other federal records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,10
RRBH,Other private records,SBARTELL,2004-10-01,,,A,R5,Duty to Assist Records Request,,,11
RRBI,Clarification from Appellant,SBARTELL,2008-10-01,,,A,R5,Duty to Assist Records Request,,,12
RRCA,Service medical records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,13
RRCB,Service personnel records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,14
RRCC,JSRRC,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,15
RRCD,VA medical records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,16
RRCE,Social Security records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,17
RRCF,Private medical records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,18
RRCG,Other federal records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,19
RRCH,Other private records,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Duty to Assist Additional Records Req,,,20
RRDA,Current findings,SBARTELL,2004-10-01,,,A,R5,Med Examination/Opinion,,,21
RRDB,Incomplete/inadequate findings,SBARTELL,2004-10-01,,,A,R5,Med Examination/Opinion,,,22
RRDC,Consider new criteria,SBARTELL,2004-10-01,SBARTELL,2008-10-01,I,R5,Med Examination/Opinion,,,24
