tasknum,tsktknm,tskstfas,tskactcd,tskclass,tskrqact,tskrspn,tskdassn,tskdtc,tskddue,tskdcls,tskstown,tskstat,tskownts,tskclstm,tskadusr,tskadtm,tskmdusr,tskmdtm,tsactive,tsspare1,tsspare2,tsspare3,tsread1,tsread,tskorder,tssys
2572888D9,2572888,DRO4,VBA15,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-06-23 00:00:00 UTC,180,2016-12-20 00:00:00 UTC,2016-09-13 00:00:00 UTC,RO55,C,,,RO55,2016-06-23 00:00:00 UTC,RO55,2016-09-13 00:00:00 UTC,,,,,,,,
2572888D11,2572888,VBMS,VBA30,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-10-18 00:00:00 UTC,30,2016-11-17 00:00:00 UTC,2016-10-19 00:00:00 UTC,RO55,C,,,RO55,2016-10-18 00:00:00 UTC,RO55,2016-10-19 00:00:00 UTC,,,,,,,,
2572888D10,2572888,DRO2,VBA08,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-09-13 00:00:00 UTC,30,2016-10-13 00:00:00 UTC,2016-10-19 00:00:00 UTC,RO55,C,,,RO55,2016-09-13 00:00:00 UTC,RO55,2016-10-19 00:00:00 UTC,,,,,,,,
2572888D12,2572888,AL,VBA07,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2016-10-19 00:00:00 UTC,10,2016-10-29 00:00:00 UTC,2016-11-01 00:00:00 UTC,RO55,C,,,RO55,2016-10-19 00:00:00 UTC,RO55,2016-11-01 00:00:00 UTC,,,,,,,,
2572888D13,2572888,DRO4,VBA15,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2017-06-26 00:00:00 UTC,180,2017-12-23 00:00:00 UTC,2017-06-27 00:00:00 UTC,RO55,C,,,RO55,2017-06-26 00:00:00 UTC,RO55,2017-06-27 00:00:00 UTC,,,,,,,,
2572888D14,2572888,VBA,VBA15,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2017-08-31 00:00:00 UTC,180,2018-02-27 00:00:00 UTC,,RO55,P,,,RO55,2017-08-31 00:00:00 UTC,RO55,2017-08-31 00:00:00 UTC,,,,,,,,
2572888D15,2572888,CBARTOLET,TRAN,ACTIVE,Omnis quis earum fugit esse voluptatum.,,2017-12-05 00:00:00 UTC,90,2018-03-05 00:00:00 UTC,,CBARTOLET,P,,,CBARTOLET,2017-12-05 00:00:00 UTC,,,,,,,,,,
2575333D2,2575333,CT,VBA31,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2012-03-22 00:00:00 UTC,180,2012-09-18 00:00:00 UTC,2013-02-25 00:00:00 UTC,RO16,C,,,RO16,2012-03-22 00:00:00 UTC,RO16,2013-02-25 00:00:00 UTC,,,,,,,,
2575333D1,2575333,SPB,VBA31,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2012-03-21 00:00:00 UTC,30,2012-04-20 00:00:00 UTC,2012-03-22 00:00:00 UTC,RO16,C,,,RO16,2012-03-21 00:00:00 UTC,RO16,2012-03-22 00:00:00 UTC,,,,,,,,
2575333D4,2575333,VSR,VBA06,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2014-07-23 00:00:00 UTC,60,2014-09-21 00:00:00 UTC,2015-09-08 00:00:00 UTC,RO16,C,,,RO16,2014-07-23 00:00:00 UTC,RO16,2015-09-08 00:00:00 UTC,,,,,,,,
2575333D5,2575333,LSC,VBA44,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2015-10-08 00:00:00 UTC,14,2015-10-22 00:00:00 UTC,2015-10-08 00:00:00 UTC,RO16,C,,,RO16,2015-10-08 00:00:00 UTC,RO16,2015-10-08 00:00:00 UTC,,,,,,,,
2575333D6,2575333,SLS,VBA16,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2017-07-31 00:00:00 UTC,30,2017-08-30 00:00:00 UTC,2017-08-04 00:00:00 UTC,RO16,C,,,RO16,2017-08-04 00:00:00 UTC,RO16,2017-08-04 00:00:00 UTC,,,,,,,,
2575333D3,2575333,DCM,VBA17,ACTIVE,Culpa ducimus necessitatibus quis repellendus neque nostrum deleniti.,,2013-02-25 00:00:00 UTC,60,2013-04-26 00:00:00 UTC,2013-03-25 00:00:00 UTC,RO16,C,,,RO16,2013-02-25 00:00:00 UTC,RO16,2013-03-25 00:00:00 UTC,,,,,,,,
2581243D1,2581243,TLC,VBA31,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2012-04-03 00:00:00 UTC,30,2012-05-03 00:00:00 UTC,2012-04-03 00:00:00 UTC,RO13,C,,,RO13,2012-04-03 00:00:00 UTC,RO13,2012-04-03 00:00:00 UTC,,,,,,,,
2581243D2,2581243,TLC,VBA35,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2012-04-03 00:00:00 UTC,60,2012-06-02 00:00:00 UTC,2012-04-03 00:00:00 UTC,RO13,C,,,RO13,2012-04-03 00:00:00 UTC,RO13,2012-04-03 00:00:00 UTC,,,,,,,,
2581243D3,2581243,TLC,VBA30,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2012-04-12 00:00:00 UTC,30,2012-05-12 00:00:00 UTC,2012-04-12 00:00:00 UTC,RO13,C,,,RO13,2012-04-09 00:00:00 UTC,RO13,2012-04-12 00:00:00 UTC,,,,,,,,
2581243D4,2581243,TLC,VBA30,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2012-04-12 00:00:00 UTC,60,2012-06-11 00:00:00 UTC,2012-04-12 00:00:00 UTC,RO13,C,,,RO13,2012-04-12 00:00:00 UTC,RO13,2012-04-12 00:00:00 UTC,,,,,,,,
2581243D6,2581243,APPEAL,VBA42,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2016-02-29 00:00:00 UTC,60,2016-04-29 00:00:00 UTC,2016-06-10 00:00:00 UTC,RO13,C,,,RO13,2016-02-29 00:00:00 UTC,RO13,2016-06-10 00:00:00 UTC,,,,,,,,
2581243D8,2581243,APPEALS,VBA07,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2016-06-10 00:00:00 UTC,21,2016-07-01 00:00:00 UTC,2016-06-26 00:00:00 UTC,RO13,C,,,RO13,2016-06-10 00:00:00 UTC,RO13,2016-06-26 00:00:00 UTC,,,,,,,,
2581243D7,2581243,DAV,VBA07,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2016-05-18 00:00:00 UTC,10,2016-05-28 00:00:00 UTC,2016-06-10 00:00:00 UTC,RO13,C,,,RO13,2016-05-18 00:00:00 UTC,RO13,2016-06-10 00:00:00 UTC,,,,,,,,
2581243D5,2581243,APPEALS/ARR,VBA05,ACTIVE,Distinctio quod nisi repellat placeat in.,Corrupti veniam sunt rerum voluptas excepturi facilis.,2012-08-28 00:00:00 UTC,60,2012-10-27 00:00:00 UTC,2016-02-29 00:00:00 UTC,RO13,C,,,RO13,2012-08-28 00:00:00 UTC,RO13,2016-02-29 00:00:00 UTC,,,,,,,,
2591483D5,2591483,DRO,VBA14,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2014-03-18 00:00:00 UTC,90,2014-06-16 00:00:00 UTC,2014-04-25 00:00:00 UTC,RO45,C,,,RO45,2014-03-18 00:00:00 UTC,RO45,2014-04-25 00:00:00 UTC,,,,,,,,
2591483D6,2591483,F9,VBA43,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2014-05-29 00:00:00 UTC,30,2014-06-28 00:00:00 UTC,2015-06-01 00:00:00 UTC,RO45,C,,,RO45,2014-05-29 00:00:00 UTC,RO45,2015-06-01 00:00:00 UTC,,,,,,,,
2591483D8,2591483,CERT RVW,VBA43,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2015-06-03 00:00:00 UTC,30,2015-07-03 00:00:00 UTC,2016-02-25 00:00:00 UTC,RO45,C,,,RO45,2015-06-03 00:00:00 UTC,RO45,2016-02-25 00:00:00 UTC,,,,,,,,
2591483D10,2591483,VSR,VBA06,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2015-07-08 00:00:00 UTC,60,2015-09-06 00:00:00 UTC,2015-08-25 00:00:00 UTC,RO45,C,,,RO45,2015-07-30 00:00:00 UTC,RO45,2015-08-25 00:00:00 UTC,,,,,,,,
2591483D7,2591483,AL,VBA07,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2015-06-01 00:00:00 UTC,10,2015-06-11 00:00:00 UTC,2015-06-03 00:00:00 UTC,RO45,C,,,RO45,2015-06-01 00:00:00 UTC,RO45,2015-06-03 00:00:00 UTC,,,,,,,,
2591483D9,2591483,OTHER,VBA06,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2015-06-08 00:00:00 UTC,60,2015-08-07 00:00:00 UTC,2015-08-25 00:00:00 UTC,RO45,C,,,RO45,2015-06-22 00:00:00 UTC,RO45,2015-08-25 00:00:00 UTC,,,,,,,,
2591483D1,2591483,ADNOVO,VBA31,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2012-04-25 00:00:00 UTC,30,2012-05-25 00:00:00 UTC,2012-05-01 00:00:00 UTC,RO45,C,,,RO45,2012-04-25 00:00:00 UTC,RO45,2012-05-01 00:00:00 UTC,,,,,,,,
2591483D2,2591483,FILES,VBA35,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2012-05-01 00:00:00 UTC,60,2012-06-30 00:00:00 UTC,2012-08-24 00:00:00 UTC,RO45,C,,,RO45,2012-05-01 00:00:00 UTC,RO45,2012-08-24 00:00:00 UTC,,,,,,,,
2591483D3,2591483,VSR,VBA06,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2012-08-24 00:00:00 UTC,60,2012-10-23 00:00:00 UTC,2012-08-24 00:00:00 UTC,RO45,C,,,RO45,2012-08-24 00:00:00 UTC,RO45,2012-08-24 00:00:00 UTC,,,,,,,,
2591483D4,2591483,DRO,VBA43,ACTIVE,Quae dolorum quis pariatur.,Sequi voluptatem nihil quisquam aliquid.,2012-08-24 00:00:00 UTC,365,2013-08-24 00:00:00 UTC,2014-03-18 00:00:00 UTC,RO45,C,,,RO45,2012-08-24 00:00:00 UTC,RO45,2014-03-18 00:00:00 UTC,,,,,,,,
2640781D8,2640781,VSR,VBA40,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-08-19 00:00:00 UTC,30,2013-09-18 00:00:00 UTC,2015-10-20 00:00:00 UTC,RO19,C,,,RO19,2013-08-19 00:00:00 UTC,RO19,2015-10-20 00:00:00 UTC,,,,,,,,
2640781D9,2640781,POA,VBA07,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2015-10-20 00:00:00 UTC,15,2015-11-04 00:00:00 UTC,2015-11-05 00:00:00 UTC,RO19,C,,,RO19,2015-10-20 00:00:00 UTC,RO19,2015-11-05 00:00:00 UTC,,,,,,,,
2640781D10,2640781,DRO,VBA17,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2015-11-05 00:00:00 UTC,1,2015-11-06 00:00:00 UTC,2015-11-16 00:00:00 UTC,RO19,C,,,RO19,2015-11-05 00:00:00 UTC,RO19,2015-11-16 00:00:00 UTC,,,,,,,,
2640781D1,2640781,APPEALS,VBA31,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2012-08-22 00:00:00 UTC,15,2012-09-06 00:00:00 UTC,2012-08-27 00:00:00 UTC,RO19,C,,,RO19,2012-08-22 00:00:00 UTC,RO19,2012-08-27 00:00:00 UTC,,,,,,,,
2640781D2,2640781,APPEALS,VBA35,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2012-08-27 00:00:00 UTC,60,2012-10-26 00:00:00 UTC,2012-10-30 00:00:00 UTC,RO19,C,,,RO19,2012-08-27 00:00:00 UTC,RO19,2012-10-30 00:00:00 UTC,,,,,,,,
2640781D12,2640781,CFRANECKI,OTH,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2017-11-22 00:00:00 UTC,15,2017-12-07 00:00:00 UTC,,CFRANECKI,P,,,CFRANECKI,2017-11-22 00:00:00 UTC,,,,,,,,,,
2640781D3,2640781,RBAPPS,VBA42,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-01-24 00:00:00 UTC,90,2013-04-24 00:00:00 UTC,2013-04-16 00:00:00 UTC,RO19,C,,,RO19,2013-01-24 00:00:00 UTC,RO19,2013-04-16 00:00:00 UTC,,,,,,,,
2640781D4,2640781,RVSR,VBA42,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-04-16 00:00:00 UTC,120,2013-08-14 00:00:00 UTC,2013-05-15 00:00:00 UTC,RO19,C,,,RO19,2013-04-16 00:00:00 UTC,RO19,2013-05-15 00:00:00 UTC,,,,,,,,
2640781D5,2640781,AMC,VBA30,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-04-16 00:00:00 UTC,180,2013-10-13 00:00:00 UTC,2013-05-15 00:00:00 UTC,RO19,C,,,RO19,2013-04-16 00:00:00 UTC,RO19,2013-05-15 00:00:00 UTC,,,,,,,,
2640781D6,2640781,AMC,VBA30,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-05-07 00:00:00 UTC,60,2013-07-06 00:00:00 UTC,2013-05-15 00:00:00 UTC,RO19,C,,,RO19,2013-05-07 00:00:00 UTC,RO19,2013-05-15 00:00:00 UTC,,,,,,,,
2640781D7,2640781,AL,VBA07,ACTIVE,Non occaecati non dignissimos ea a excepturi.,,2013-05-07 00:00:00 UTC,60,2013-07-06 00:00:00 UTC,2013-05-15 00:00:00 UTC,RO19,C,,,RO19,2013-05-07 00:00:00 UTC,RO19,2013-05-15 00:00:00 UTC,,,,,,,,
2657116D3,2657116,VBMS,VBA32,ACTIVE,Commodi necessitatibus hic iure illum est saepe eum.,Quas veniam aut sed velit nihil dignissimos.,2014-07-14 00:00:00 UTC,15,2014-07-29 00:00:00 UTC,2014-10-15 00:00:00 UTC,RO18,C,,,RO18,2014-07-14 00:00:00 UTC,RO18,2014-10-15 00:00:00 UTC,,,,,,,,
2657116D4,2657116,VBMS,VBA17,ACTIVE,Commodi necessitatibus hic iure illum est saepe eum.,Quas veniam aut sed velit nihil dignissimos.,2014-08-30 00:00:00 UTC,250,2015-05-07 00:00:00 UTC,2015-04-03 00:00:00 UTC,RO18,C,,,RO18,2014-08-30 00:00:00 UTC,RO18,2015-04-03 00:00:00 UTC,,,,,,,,
2657116D5,2657116,VBMS,VBA15,ACTIVE,Commodi necessitatibus hic iure illum est saepe eum.,Quas veniam aut sed velit nihil dignissimos.,2017-06-19 00:00:00 UTC,800,2019-08-28 00:00:00 UTC,,RO18,P,,,RO18,2015-04-03 00:00:00 UTC,RO18,2017-06-19 00:00:00 UTC,,,,,,,,
2657116D1,2657116,WD,VBA31,ACTIVE,Commodi necessitatibus hic iure illum est saepe eum.,Quas veniam aut sed velit nihil dignissimos.,2012-09-28 00:00:00 UTC,30,2012-10-28 00:00:00 UTC,2012-09-28 00:00:00 UTC,RO18,C,,,RO18,2012-09-28 00:00:00 UTC,,,,,,,,,,
2657116D2,2657116,WD,VBA35,ACTIVE,Commodi necessitatibus hic iure illum est saepe eum.,Quas veniam aut sed velit nihil dignissimos.,2012-09-28 00:00:00 UTC,600,2014-05-21 00:00:00 UTC,2014-07-14 00:00:00 UTC,RO18,C,,,RO18,2012-09-28 00:00:00 UTC,RO18,2014-07-14 00:00:00 UTC,,,,,,,,
2657227D3,2657227,TLG,VBA01,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2013-08-28 00:00:00 UTC,30,2013-09-27 00:00:00 UTC,2014-07-28 00:00:00 UTC,RO18,C,,,RO18,2013-08-28 00:00:00 UTC,RO18,2014-07-28 00:00:00 UTC,,,,,,,,
2657227D4,2657227,TLG,VBA42,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2014-07-28 00:00:00 UTC,30,2014-08-27 00:00:00 UTC,2014-08-20 00:00:00 UTC,RO18,C,,,RO18,2014-07-28 00:00:00 UTC,RO18,2014-08-20 00:00:00 UTC,,,,,,,,
2657227D5,2657227,TLG,VBA32,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2014-08-20 00:00:00 UTC,15,2014-09-04 00:00:00 UTC,2014-08-26 00:00:00 UTC,RO18,C,,,RO18,2014-08-20 00:00:00 UTC,RO18,2014-08-26 00:00:00 UTC,,,,,,,,
2657227D6,2657227,APPEALS,VBA06,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2014-09-10 00:00:00 UTC,60,2014-11-09 00:00:00 UTC,2014-10-07 00:00:00 UTC,RO18,C,,,RO18,2014-09-10 00:00:00 UTC,RO18,2014-10-07 00:00:00 UTC,,,,,,,,
2657227D7,2657227,318 FILES/NRT2WS,VBA17,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2014-10-07 00:00:00 UTC,300,2015-08-03 00:00:00 UTC,2014-10-31 00:00:00 UTC,RO18,C,,,RO18,2014-10-07 00:00:00 UTC,RO18,2014-10-31 00:00:00 UTC,,,,,,,,
2657227D9,2657227,VBMS,VBA15,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2016-12-09 00:00:00 UTC,180,2017-06-07 00:00:00 UTC,2017-09-08 00:00:00 UTC,RO18,C,,,RO18,2014-12-13 00:00:00 UTC,RO18,2017-09-08 00:00:00 UTC,,,,,,,,
2657227D8,2657227,ALG,VBA07,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2014-10-31 00:00:00 UTC,21,2014-11-21 00:00:00 UTC,2014-11-10 00:00:00 UTC,RO18,C,,,RO18,2014-10-31 00:00:00 UTC,RO18,2014-11-10 00:00:00 UTC,,,,,,,,
2657227D1,2657227,WD,VBA31,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2012-09-28 00:00:00 UTC,30,2012-10-28 00:00:00 UTC,2012-09-28 00:00:00 UTC,RO18,C,,,RO18,2012-09-28 00:00:00 UTC,,,,,,,,,,
2657227D2,2657227,WD,VBA35,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2012-09-28 00:00:00 UTC,300,2013-07-25 00:00:00 UTC,2013-08-28 00:00:00 UTC,RO18,C,,,RO18,2012-09-28 00:00:00 UTC,RO18,2013-08-28 00:00:00 UTC,,,,,,,,
2657227D10,2657227,59,B,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2017-08-22 00:00:00 UTC,30,2017-11-21 00:00:00 UTC,,,P,,,SBARTELL,2017-08-22 00:00:00 UTC,,,,,,,,,,
2657227D11,2657227,SRENNER,D,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2017-10-06 00:00:00 UTC,90,2018-01-04 00:00:00 UTC,2017-10-10 00:00:00 UTC,MMOHR,C,,,MMOHR,2017-10-06 00:00:00 UTC,SRENNER,2017-10-10 00:00:00 UTC,,,,,,,,
2657227D12,2657227,59,B,ACTIVE,Accusamus et fugiat eligendi minima et modi.,Molestiae assumenda voluptas tempora distinctio aspernatur.,2017-11-14 13:03:36 UTC,30,2017-12-14 18:03:36 UTC,,BVAPSORISIO,P,,,BVAPSORISIO,2017-11-14 13:03:36 UTC,,,,,,,,,,
2676920D8,2676920,VSR,VBA40,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2014-06-25 00:00:00 UTC,30,2014-07-25 00:00:00 UTC,2015-10-29 00:00:00 UTC,RO19,C,,,RO19,2014-06-25 00:00:00 UTC,RO19,2015-10-29 00:00:00 UTC,,,,,,,,
2676920D5,2676920,VSR,VBA30,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-02-26 00:00:00 UTC,60,2016-04-26 00:00:00 UTC,2016-05-23 00:00:00 UTC,RO19,C,,,RO19,2016-02-26 00:00:00 UTC,RO19,2016-05-23 00:00:00 UTC,,,,,,,,
2676920D1,2676920,DRO,VBA42,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2015-10-29 00:00:00 UTC,1,2015-10-30 00:00:00 UTC,2016-02-26 00:00:00 UTC,RO19,C,,,RO19,2015-10-29 00:00:00 UTC,RO19,2016-02-26 00:00:00 UTC,,,,,,,,
2676920D9,2676920,FER,VBA07,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-07-08 00:00:00 UTC,1,2016-07-09 00:00:00 UTC,2016-08-09 00:00:00 UTC,RO19,C,,,RO19,2016-07-08 00:00:00 UTC,RO19,2016-08-09 00:00:00 UTC,,,,,,,,
2676920D7,2676920,FER,VBA07,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-06-06 00:00:00 UTC,1,2016-06-07 00:00:00 UTC,2016-07-08 00:00:00 UTC,RO19,C,,,RO19,2016-06-06 00:00:00 UTC,RO19,2016-07-08 00:00:00 UTC,,,,,,,,
2676920D6,2676920,VSR,VBA07,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-05-23 00:00:00 UTC,10,2016-06-02 00:00:00 UTC,2016-06-06 00:00:00 UTC,RO19,C,,,RO19,2016-05-23 00:00:00 UTC,RO19,2016-06-06 00:00:00 UTC,,,,,,,,
2676920D10,2676920,VSR,VBA01,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-08-09 00:00:00 UTC,30,2016-09-08 00:00:00 UTC,2016-11-10 00:00:00 UTC,RO19,C,,,RO19,2016-08-09 00:00:00 UTC,RO19,2016-11-10 00:00:00 UTC,,,,,,,,
2676920D13,2676920,VSR,VBA32,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-12-05 00:00:00 UTC,1,2016-12-06 00:00:00 UTC,2016-12-06 00:00:00 UTC,RO19,C,,,RO19,2016-12-05 00:00:00 UTC,RO19,2016-12-06 00:00:00 UTC,,,,,,,,
2676920D14,2676920,VSR,VBA32,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-12-06 00:00:00 UTC,1,2016-12-07 00:00:00 UTC,2016-12-07 00:00:00 UTC,RO19,C,,,RO19,2016-12-06 00:00:00 UTC,RO19,2016-12-07 00:00:00 UTC,,,,,,,,
2676920D11,2676920,FER,VBA42,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-11-10 00:00:00 UTC,1,2016-11-11 00:00:00 UTC,2016-12-05 00:00:00 UTC,RO19,C,,,RO19,2016-11-10 00:00:00 UTC,RO19,2016-12-05 00:00:00 UTC,,,,,,,,
2676920D12,2676920,VSR,VBA03,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-11-10 00:00:00 UTC,1,2016-11-11 00:00:00 UTC,2016-11-10 00:00:00 UTC,RO19,C,,,RO19,2016-11-10 00:00:00 UTC,RO19,2016-11-10 00:00:00 UTC,,,,,,,,
2676920D15,2676920,VSR,VBA08,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2016-12-07 00:00:00 UTC,30,2017-01-06 00:00:00 UTC,2017-01-26 00:00:00 UTC,RO19,C,,,RO19,2016-12-07 00:00:00 UTC,RO19,2017-01-26 00:00:00 UTC,,,,,,,,
2676920D18,2676920,VSR,VBA30,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2017-03-03 00:00:00 UTC,1,2017-03-04 00:00:00 UTC,2017-03-07 00:00:00 UTC,RO19,C,,,RO19,2017-03-03 00:00:00 UTC,RO19,2017-03-07 00:00:00 UTC,,,,,,,,
2676920D17,2676920,FER,VBA07,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2017-02-17 00:00:00 UTC,1,2017-02-18 00:00:00 UTC,2017-03-03 00:00:00 UTC,RO19,C,,,RO19,2017-02-17 00:00:00 UTC,RO19,2017-03-03 00:00:00 UTC,,,,,,,,
2676920D16,2676920,VSR,VBA07,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2017-01-26 00:00:00 UTC,10,2017-02-05 00:00:00 UTC,2017-02-17 00:00:00 UTC,RO19,C,,,RO19,2017-01-26 00:00:00 UTC,RO19,2017-02-17 00:00:00 UTC,,,,,,,,
2676920D19,2676920,BVA,VBA14,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2017-12-05 00:00:00 UTC,90,2018-03-05 00:00:00 UTC,,RO19,P,,,RO19,2017-12-05 00:00:00 UTC,RO19,2017-12-05 00:00:00 UTC,,,,,,,,
2676920D2,2676920,APPEALS,VBA35,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2012-12-10 00:00:00 UTC,60,2013-02-08 00:00:00 UTC,2013-02-19 00:00:00 UTC,RO19,C,,,RO19,2012-12-10 00:00:00 UTC,RO19,2013-02-19 00:00:00 UTC,,,,,,,,
2676920D3,2676920,APPEALS,VBA10,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2013-02-19 00:00:00 UTC,30,2013-03-21 00:00:00 UTC,2013-03-07 00:00:00 UTC,RO19,C,,,RO19,2013-02-19 00:00:00 UTC,RO19,2013-03-07 00:00:00 UTC,,,,,,,,
2676920D4,2676920,APPEALS,VBA05,ACTIVE,Culpa autem odio voluptate non aliquam qui nostrum pariatur.,,2013-02-19 00:00:00 UTC,30,2013-03-21 00:00:00 UTC,2013-09-21 00:00:00 UTC,RO19,C,,,RO19,2013-02-19 00:00:00 UTC,RO19,2013-09-21 00:00:00 UTC,,,,,,,,
2687879D3,2687879,REVIEW,VBA40,ACTIVE,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2013-07-17 00:00:00 UTC,365,2014-07-17 00:00:00 UTC,2017-03-16 00:00:00 UTC,RO39,C,,,RO39,2013-07-17 00:00:00 UTC,RO39,2017-03-16 00:00:00 UTC,,,,,,,,
2687879D4,2687879,RTR VIDEO,VBA40,ACTIVE,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2017-03-17 00:00:00 UTC,600,2018-11-07 00:00:00 UTC,2017-06-16 00:00:00 UTC,RO39,C,,,RO39,2017-03-16 00:00:00 UTC,RO39,2017-06-16 00:00:00 UTC,,,,,,,,
2687879D5,2687879,DENVER,VBA15,ACTIVE,Enim inventore fuga ducimus possimus ullam quas.,Fugiat similique earum cumque ut sunt sed quos.,2017-06-16 00:00:00 UTC,180,2017-12-13 00:00:00 UTC,,RO39,P,,,RO39,2017-06-16 00:00:00 UTC,RO39,2017-06-16 00:00:00 UTC,,,,,,,,
