Table,Column,Type,Required,Primary Key,Foreign Key,Unique,Index,Description
post_decision_motions,disposition,string ∗,x,,,,,"Possible options are Grant, Deny, Withdraw, and Dismiss"
post_decision_motions,id,integer (8) PK,x,x,,,,
post_decision_motions,task_id,integer (8) FK,,,x,,x,
post_decision_motions,updated_at,datetime ∗,x,,,,x,
post_decision_motions,vacate_type,string,,,,,,"Granted motion to vacate can be Straight Vacate, Vacate and Readjudication, or Vacate and De Novo."
post_decision_motions,vacated_decision_issue_ids,integer,,,,,,"When a motion to vacate is partially granted, this includes an array of the appeal's decision issue IDs that were chosen for vacatur in this post-decision motion. For full grant, this includes all prior decision issue IDs."
ramp_closed_appeals,,,,,,,,Keeps track of legacy appeals that are closed or partially closed in VACOLS due to being transitioned to a RAMP election.  This data can be used to rollback the RAMP Election if needed.
ramp_closed_appeals,closed_on,datetime,,,,,,The datetime that the legacy appeal was closed in VACOLS and opted into RAMP.
ramp_closed_appeals,created_at,datetime,,,,,,
ramp_closed_appeals,id,integer PK,x,x,,,,
ramp_closed_appeals,nod_date,date,,,,,,The date when the Veteran filed a Notice of Disagreement for the original claims decision in the legacy system.
ramp_closed_appeals,partial_closure_issue_sequence_ids,string,,,,,,"If the entire legacy appeal could not be closed and moved to the RAMP Election, the VACOLS sequence IDs of issues on the legacy appeal which were closed are stored here, indicating that it was a partial closure."
ramp_closed_appeals,ramp_election_id,integer FK,,,x,,,The ID of the RAMP election that closed the legacy appeal.
ramp_closed_appeals,updated_at,datetime,,,,,x,
ramp_closed_appeals,vacols_id,string ∗,x,,,,,The VACOLS BFKEY of the legacy appeal that has been closed and opted into RAMP.
ramp_elections,,,,,,,,Intake data for RAMP elections.
ramp_elections,created_at,datetime,,,,,,
ramp_elections,established_at,datetime,,,,,,"Timestamp for when the review successfully established, including any related actions such as establishing a claim in VBMS if applicable."
ramp_elections,id,integer PK,x,x,,,,
ramp_elections,notice_date,date,,,,,,The date that the Veteran was notified of their option to opt their legacy appeals into RAMP.
ramp_elections,option_selected,string ∗,x,,,,,"Indicates whether the Veteran selected for their RAMP election to be processed as a higher level review (with or without a hearing), a supplemental claim, or a board appeal."
ramp_elections,receipt_date,date ∗,x,,,,,The date that the RAMP form was received by central mail.
ramp_elections,updated_at,datetime,,,,,x,
ramp_elections,veteran_file_number,string ∗,x,,,,x,The VBA corporate file number of the Veteran for this review. There can sometimes be more than one file number per Veteran.
ramp_election_rollbacks,,,,,,,,"If a RAMP election needs to get rolled back, for example if the EP is canceled, it is tracked here. Also any VACOLS issues that were closed in the legacy system and opted into RAMP are re-opened in the legacy system."
ramp_election_rollbacks,created_at,datetime ∗,x,,,,,Timestamp for when the rollback was created.
ramp_election_rollbacks,id,integer (8) PK,x,x,,,,
ramp_election_rollbacks,ramp_election_id,integer (8) FK,,,x,,x,The ID of the RAMP Election being rolled back.
ramp_election_rollbacks,reason,string ∗,x,,,,,"The reason for rolling back the RAMP Election. Rollbacks happen automatically for canceled RAMP Election End Products, but can also happen for other reason such as by request."
ramp_election_rollbacks,reopened_vacols_ids,string,,,,,,"The IDs of any legacy appeals which were reopened as a result of rolling back the RAMP Election, corresponding to the VACOLS BFKEY."
ramp_election_rollbacks,updated_at,datetime ∗,x,,,,x,Timestamp for when the rollback was last updated.
ramp_election_rollbacks,user_id,integer (8) FK,,,x,,x,"The user who created the RAMP Election rollback, typically a system user."
ramp_issues,,,,,,,,"Issues added to an end product as contentions for RAMP reviews. For RAMP elections, these are created in VBMS after the end product is established and updated in Caseflow when the end product is synced. For RAMP refilings, these are selected from the RAMP election's issues and added to the RAMP refiling end product that is established."
ramp_issues,contention_reference_id,string,,,,,,The ID of the contention created in VBMS that corresponds to the RAMP issue.
ramp_issues,created_at,datetime,,,,,,
ramp_issues,description,string ∗,x,,,,,The description of the contention in VBMS.
ramp_issues,id,integer PK,x,x,,,,
ramp_issues,review_id,integer ∗ FK,x,,x,,x,The ID of the RAMP election or RAMP refiling for this issue.
ramp_issues,review_type,string ∗,x,,,,x,"The type of RAMP review the issue is on, indicating whether this is a RAMP election issue or a RAMP refiling issue."
ramp_issues,source_issue_id,integer FK,,,x,,,"If a RAMP election issue added to a RAMP refiling, it is the source issue for the corresponding RAMP refiling issue."
ramp_issues,updated_at,datetime,,,,,x,
ramp_refilings,,,,,,,,"Intake data for RAMP refilings, also known as RAMP selection."
ramp_refilings,appeal_docket,string ∗,x,,,,,"When the RAMP refiling option selected is appeal, they can select hearing, direct review or evidence submission as the appeal docket."
ramp_refilings,created_at,datetime,,,,,,
ramp_refilings,established_at,datetime,,,,,,"Timestamp for when the review successfully established, including any related actions such as establishing a claim in VBMS if applicable."
ramp_refilings,establishment_processed_at,datetime,,,,,,Timestamp for when the end product establishments for the RAMP review finished processing.
ramp_refilings,establishment_submitted_at,datetime,,,,,,Timestamp for when an intake for a review was submitted by the user.
ramp_refilings,has_ineligible_issue,boolean,,,,,,"Selected by the user during intake, indicates whether the Veteran listed ineligible issues on their refiling."
ramp_refilings,id,integer PK,x,x,,,,
ramp_refilings,option_selected,string ∗,x,,,,,"Which lane the RAMP refiling is for, between appeal, higher level review, and supplemental claim."
ramp_refilings,receipt_date,date ∗,x,,,,,Receipt date of the RAMP form.
ramp_refilings,updated_at,datetime,,,,,x,
ramp_refilings,veteran_file_number,string ∗,x,,,,x,The VBA corporate file number of the Veteran for this review. There can sometimes be more than one file number per Veteran.
record_synced_by_jobs,,,,,,,,
record_synced_by_jobs,created_at,datetime,,,,,,
record_synced_by_jobs,error,string,,,,,,
record_synced_by_jobs,id,integer (8) PK,x,x,,,,
record_synced_by_jobs,processed_at,datetime,,,,,,
record_synced_by_jobs,record_id,integer (8) FK,,,x,,x,
record_synced_by_jobs,record_type,string,,,,,x,
record_synced_by_jobs,sync_job_name,string,,,,,,
record_synced_by_jobs,updated_at,datetime,,,,,x,
remand_reasons,,,,,,,,
remand_reasons,code,string,,,,,,
remand_reasons,created_at,datetime ∗,x,,,,,
remand_reasons,decision_issue_id,integer FK,,,x,,x,
remand_reasons,id,integer (8) PK,x,x,,,,
remand_reasons,post_aoj,boolean,,,,,,
remand_reasons,updated_at,datetime ∗,x,,,,x,
request_decision_issues,,,,,,,,Join table for the has and belongs to many to many relationship between request issues and decision issues.
request_decision_issues,created_at,datetime ∗,x,,,,,Automatic timestamp when row was created.
request_decision_issues,decision_issue_id,integer FK,,,x,,x,The ID of the decision issue.
request_decision_issues,deleted_at,datetime,,,,,,
request_decision_issues,id,integer (8) PK,x,x,,,,
request_decision_issues,request_issue_id,integer FK,,,x,,x,The ID of the request issue.
request_decision_issues,updated_at,datetime ∗,x,,,,x,Automatically populated when the record is updated.
request_issues,,,,,,,,"Each Request Issue represents the Veteran's response to a Rating Issue. Request Issues come in three flavors: rating, nonrating, and unidentified. They are attached to a Decision Review and (for those that track contentions) an End Product Establishment. A Request Issue can contest a rating issue, a decision issue, or a nonrating issue without a decision issue."
request_issues,benefit_type,string ∗,x,,,,,The Line of Business the issue is connected with.
request_issues,closed_at,datetime,,,,,x,Timestamp when the request issue was closed. The reason it was closed is in closed_status.
request_issues,closed_status,string,,,,,,"Indicates whether the request issue is closed, for example if it was removed from a Decision Review, the associated End Product got canceled, the Decision Review was withdrawn."
request_issues,contention_reference_id,integer,,,,,x,The ID of the contention created on the End Product for this request issue. This is populated after the contention is created in VBMS.
request_issues,contention_removed_at,datetime,,,,,,"When a request issue is removed from a Decision Review during an edit, if it has a contention in VBMS that is also removed. This field indicates when the contention has successfully been removed in VBMS."
request_issues,contention_updated_at,datetime,,,,,,Timestamp indicating when a contention was successfully updated in VBMS.
request_issues,contested_decision_issue_id,integer FK,,,x,,x,The ID of the decision issue that this request issue contests. A Request issue will contest either a rating issue or a decision issue
request_issues,contested_issue_description,string,,,,,,Description of the contested rating or decision issue. Will be either a rating issue's decision text or a decision issue's description.
request_issues,contested_rating_decision_reference_id,string,,,,,x,The BGS id for contested rating decisions. These may not have corresponding contested_rating_issue_reference_id values.
request_issues,contested_rating_issue_diagnostic_code,string,,,,,,"If the contested issue is a rating issue, this is the rating issue's diagnostic code. Will be nil if this request issue contests a decision issue."
request_issues,contested_rating_issue_profile_date,string,,,,,,"If the contested issue is a rating issue, this is the rating issue's profile date. Will be nil if this request issue contests a decision issue."
request_issues,contested_rating_issue_reference_id,string,,,,,x,"If the contested issue is a rating issue, this is the rating issue's reference id. Will be nil if this request issue contests a decision issue."
request_issues,corrected_by_request_issue_id,integer FK,,,x,,,"If this request issue has been corrected, the ID of the new correction request issue. This is needed for EP 930."
request_issues,correction_type,string,,,,,,"EP 930 correction type. Allowed values: control, local_quality_error, national_quality_error where 'control' is a regular correction, 'local_quality_error' was found after the fact by a local quality review team, and 'national_quality_error' was similarly found by a national quality review team. This is needed for EP 930."
request_issues,covid_timeliness_exempt,boolean,,,,,,"If a veteran requests a timeliness exemption that is related to COVID-19, this is captured when adding a Request Issue and available for reporting."
request_issues,created_at,datetime,,,,,,Automatic timestamp when row was created
request_issues,decision_date,date,,,,,,"Either the rating issue's promulgation date, the decision issue's approx decision date or the decision date entered by the user (for nonrating and unidentified issues)"
request_issues,decision_review_id,integer (8) FK,,,x,,x,ID of the decision review that this request issue belongs to
request_issues,decision_review_type,string,,,,,x,Class name of the decision review that this request issue belongs to
request_issues,decision_sync_attempted_at,datetime,,,,,,Async job processing last attempted timestamp
request_issues,decision_sync_canceled_at,datetime,,,,,,Timestamp when job was abandoned
request_issues,decision_sync_error,string,,,,,,Async job processing last error message
request_issues,decision_sync_last_submitted_at,datetime,,,,,,Async job processing most recent start timestamp
request_issues,decision_sync_processed_at,datetime,,,,,,Async job processing completed timestamp
request_issues,decision_sync_submitted_at,datetime,,,,,,Async job processing start timestamp
request_issues,edited_description,string,,,,,,"The edited description for the contested issue, optionally entered by the user."
request_issues,end_product_establishment_id,integer FK,,,x,,x,The ID of the End Product Establishment created for this request issue.
request_issues,id,integer (8) PK,x,x,,,,
request_issues,ineligible_due_to_id,integer (8) FK,,,x,,x,"If a request issue is ineligible due to another request issue, for example that issue is already being actively reviewed, then the ID of the other request issue is stored here."
request_issues,ineligible_reason,string,,,,,x,"The reason for a Request Issue being ineligible. If a Request Issue has an ineligible_reason, it is still captured, but it will not get a contention in VBMS or a decision."
request_issues,is_unidentified,boolean,,,,,,"Indicates whether a Request Issue is unidentified, meaning it wasn't found in the list of contestable issues, and is not a new nonrating issue. Contentions for unidentified issues are created on a rating End Product if processed in VBMS but without the issue description, and someone is required to edit it in Caseflow before proceeding with the decision."
request_issues,nonrating_issue_category,string,,,,,,The category selected for nonrating request issues. These vary by business line.
request_issues,nonrating_issue_description,string,,,,,,The user entered description if the issue is a nonrating issue
request_issues,notes,text,,,,,,"Notes added by the Claims Assistant when adding request issues. This may be used to capture handwritten notes on the form, or other comments the CA wants to capture."
request_issues,ramp_claim_id,string,,,,,,"If a rating issue was created as a result of an issue intaken for a RAMP Review, it will be connected to the former RAMP issue by its End Product's claim ID."
request_issues,rating_issue_associated_at,datetime,,,,,,Timestamp when a contention and its contested rating issue are associated in VBMS.
request_issues,type,string,,,,,,Determines whether the issue is a rating issue or a nonrating issue
request_issues,unidentified_issue_text,string,,,,,,User entered description if the request issue is neither a rating or a nonrating issue
request_issues,untimely_exemption,boolean,,,,,,"If the contested issue's decision date was more than a year before the receipt date, it is considered untimely (unless it is a Supplemental Claim). However, an exemption to the timeliness can be requested. If so, it is indicated here."
request_issues,untimely_exemption_notes,text,,,,,,Notes related to the untimeliness exemption requested.
request_issues,updated_at,datetime,,,,,x,Automatic timestamp whenever the record changes.
request_issues,vacols_id,string,,,,,,The vacols_id of the legacy appeal that had an issue found to match the request issue.
request_issues,vacols_sequence_id,integer,,,,,,"The vacols_sequence_id, for the specific issue on the legacy appeal which the Claims Assistant determined to match the request issue on the Decision Review. A combination of the vacols_id (for the legacy appeal), and vacols_sequence_id (for which issue on the legacy appeal), is required to identify the issue being opted-in."
request_issues,verified_unidentified_issue,boolean,,,,,,"A verified unidentified issue allows an issue whose rating data is missing to be intaken as a regular rating issue. In order to be marked as verified, a VSR needs to confirm that they were able to find the record of the decision for the issue."
request_issues,veteran_participant_id,string,,,,,x,The veteran participant ID. This should be unique in upstream systems and used in the future to reconcile duplicates.
request_issues_updates,,,,,,,,"Keeps track of edits to request issues on a decision review that happen after the initial intake, such as removing and adding issues.  When the decision review is processed in VBMS, this also tracks whether adding or removing contentions in VBMS for the update has succeeded."
request_issues_updates,after_request_issue_ids,integer ∗,x,,,,,An array of the active request issue IDs after a user has finished editing a decision review. Used with before_request_issue_ids to determine appropriate actions (such as which contentions need to be added).
request_issues_updates,attempted_at,datetime,,,,,,Timestamp for when the request issue update processing was last attempted.
request_issues_updates,before_request_issue_ids,integer ∗,x,,,,,An array of the active request issue IDs previously on the decision review before this editing session. Used with after_request_issue_ids to determine appropriate actions (such as which contentions need to be removed).
request_issues_updates,canceled_at,datetime,,,,,,Timestamp when job was abandoned
request_issues_updates,corrected_request_issue_ids,integer,,,,,,An array of the request issue IDs that were corrected during this request issues update.
request_issues_updates,created_at,datetime,,,,,,Timestamp when record was initially created
request_issues_updates,edited_request_issue_ids,integer,,,,,,An array of the request issue IDs that were edited during this request issues update
request_issues_updates,error,string,,,,,,The error message if the last attempt at processing the request issues update was not successful.
request_issues_updates,id,integer (8) PK,x,x,,,,
request_issues_updates,last_submitted_at,datetime,,,,,,Timestamp for when the processing for the request issues update was last submitted. Used to determine how long to continue retrying the processing job. Can be reset to allow for additional retries.
request_issues_updates,processed_at,datetime,,,,,,Timestamp for when the request issue update successfully completed processing.
request_issues_updates,review_id,integer (8) ∗ FK,x,,x,,x,The ID of the decision review edited.
request_issues_updates,review_type,string ∗,x,,,,x,The type of the decision review edited.
request_issues_updates,submitted_at,datetime,,,,,,Timestamp when the request issues update was originally submitted.
request_issues_updates,updated_at,datetime,,,,,x,Timestamp when record was last updated.
request_issues_updates,user_id,integer (8) ∗ FK,x,,x,,x,The ID of the user who edited the decision review.
request_issues_updates,withdrawn_request_issue_ids,integer,,,,,,An array of the request issue IDs that were withdrawn during this request issues update.
schedule_periods,,,,,,,,
schedule_periods,created_at,datetime ∗,x,,,,,
schedule_periods,end_date,date ∗,x,,,,,
schedule_periods,file_name,string ∗,x,,,,,
schedule_periods,finalized,boolean,,,,,,
schedule_periods,id,integer (8) PK,x,x,,,,
schedule_periods,start_date,date ∗,x,,,,,
schedule_periods,type,string ∗,x,,,,,
schedule_periods,updated_at,datetime ∗,x,,,,x,
schedule_periods,user_id,integer (8) ∗ FK,x,,x,,x,
sent_hearing_email_events,,,,,,,,Events related to hearings notification emails
sent_hearing_email_events,email_address,string,,,,,,Address the email was sent to
sent_hearing_email_events,email_type,string,,,,,,"The type of email sent: cancellation, confirmation, updated_time_confirmation"
sent_hearing_email_events,external_message_id,string,,,,,,The ID returned by the GovDelivery API when we send an email
sent_hearing_email_events,hearing_id,integer (8) ∗ FK,x,,x,,x,Associated hearing
sent_hearing_email_events,hearing_type,string ∗,x,,,,x,'Hearing' or 'LegacyHearing'
sent_hearing_email_events,id,integer (8) PK,x,x,,,,
sent_hearing_email_events,recipient_role,string,,,,,,"The role of the recipient: veteran, representative, judge"
sent_hearing_email_events,sent_at,datetime ∗,x,,,,,The date and time the email was sent
sent_hearing_email_events,sent_by_id,integer (8) ∗ FK,x,,x,,x,User who initiated sending the email
special_issue_lists,,,,,,,,Associates special issues to an AMA or legacy appeal for Caseflow Queue. Caseflow Dispatch uses special issues stored in legacy_appeals. They are intentionally disconnected.
special_issue_lists,appeal_id,integer (8) FK,,,x,,x,The ID of the appeal associated with this record
special_issue_lists,appeal_type,string,,,,,x,The type of appeal associated with this record
special_issue_lists,blue_water,boolean,,,,,,Blue Water
special_issue_lists,burn_pit,boolean,,,,,,Burn Pit
special_issue_lists,contaminated_water_at_camp_lejeune,boolean,,,,,,
special_issue_lists,created_at,datetime,,,,,,
special_issue_lists,dic_death_or_accrued_benefits_united_states,boolean,,,,,,
special_issue_lists,education_gi_bill_dependents_educational_assistance_scholars,boolean,,,,,,
special_issue_lists,foreign_claim_compensation_claims_dual_claims_appeals,boolean,,,,,,
special_issue_lists,foreign_pension_dic_all_other_foreign_countries,boolean,,,,,,
special_issue_lists,foreign_pension_dic_mexico_central_and_south_america_caribb,boolean,,,,,,
special_issue_lists,hearing_including_travel_board_video_conference,boolean,,,,,,
special_issue_lists,home_loan_guaranty,boolean,,,,,,
special_issue_lists,id,integer (8) PK,x,x,,,,
special_issue_lists,incarcerated_veterans,boolean,,,,,,
special_issue_lists,insurance,boolean,,,,,,
special_issue_lists,manlincon_compliance,boolean,,,,,,
special_issue_lists,military_sexual_trauma,boolean,,,,,,Military Sexual Trauma (MST)
special_issue_lists,mustard_gas,boolean,,,,,,
special_issue_lists,national_cemetery_administration,boolean,,,,,,
special_issue_lists,no_special_issues,boolean,,,,,,"Affirmative no special issues, added belatedly"
special_issue_lists,nonrating_issue,boolean,,,,,,
special_issue_lists,pension_united_states,boolean,,,,,,
special_issue_lists,private_attorney_or_agent,boolean,,,,,,
special_issue_lists,radiation,boolean,,,,,,
special_issue_lists,rice_compliance,boolean,,,,,,
special_issue_lists,spina_bifida,boolean,,,,,,
special_issue_lists,updated_at,datetime,,,,,x,
special_issue_lists,us_court_of_appeals_for_veterans_claims,boolean,,,,,,US Court of Appeals for Veterans Claims (CAVC)
special_issue_lists,us_territory_claim_american_samoa_guam_northern_mariana_isla,boolean,,,,,,
special_issue_lists,us_territory_claim_philippines,boolean,,,,,,
special_issue_lists,us_territory_claim_puerto_rico_and_virgin_islands,boolean,,,,,,
special_issue_lists,vamc,boolean,,,,,,
special_issue_lists,vocational_rehab,boolean,,,,,,
special_issue_lists,waiver_of_overpayment,boolean,,,,,,
supplemental_claims,,,,,,,,Intake data for Supplemental Claims.
supplemental_claims,benefit_type,string ∗,x,,,,,"The benefit type selected by the Veteran on their form, also known as a Line of Business."
supplemental_claims,created_at,datetime,,,,,,
supplemental_claims,decision_review_remanded_id,integer (8) FK,,,x,,x,"If an Appeal or Higher Level Review decision is remanded, including Duty to Assist errors, it automatically generates a new Supplemental Claim.  If this Supplemental Claim was generated, then the ID of the original Decision Review with the remanded decision is stored here."
supplemental_claims,decision_review_remanded_type,string,,,,,x,"The type of the Decision Review remanded if applicable, used with decision_review_remanded_id to as a composite key to identify the remanded Decision Review."
supplemental_claims,establishment_attempted_at,datetime,,,,,,Timestamp for the most recent attempt at establishing a claim.
supplemental_claims,establishment_canceled_at,datetime,,,,,,Timestamp when job was abandoned
supplemental_claims,establishment_error,string,,,,,,The error captured for the most recent attempt at establishing a claim if it failed.  This is removed once establishing the claim succeeds.
supplemental_claims,establishment_last_submitted_at,datetime,,,,,,Timestamp for the latest attempt at establishing the End Products for the Decision Review.
supplemental_claims,establishment_processed_at,datetime,,,,,,Timestamp for when the End Product Establishments for the Decision Review successfully finished processing.
supplemental_claims,establishment_submitted_at,datetime,,,,,,Timestamp for when the Supplemental Claim was submitted by a Claims Assistant. This adds the End Product Establishment to a job to finish processing asynchronously.
supplemental_claims,id,integer (8) PK,x,x,,,,
supplemental_claims,legacy_opt_in_approved,boolean,,,,,,"Indicates whether a Veteran opted to withdraw their Supplemental Claim request issues from the legacy system if a matching issue is found. If there is a matching legacy issue and it is not withdrawn, then that issue is ineligible to be a new request issue and a contention will not be created for it."
supplemental_claims,receipt_date,date ∗,x,,,,,The date that the Supplemental Claim form was received by central mail. Only issues decided prior to the receipt date will show up as contestable issues.  It is also the claim date for any associated end products that are established. Supplemental Claims do not have the same timeliness restriction on contestable issues as Appeals and Higher Level Reviews.
supplemental_claims,updated_at,datetime,,,,,x,
supplemental_claims,uuid,uuid ∗,x,,,,x,The universally unique identifier for the Supplemental Claim. Can be used to link to the claim after it is completed.
supplemental_claims,veteran_file_number,string ∗,x,,,,x,The file number of the Veteran that the Supplemental Claim is for.
supplemental_claims,veteran_is_not_claimant,boolean,,,,,,"Indicates whether the Veteran is the claimant on the Supplemental Claim form, or if the claimant is someone else like a spouse or a child. Must be TRUE if the Veteran is deceased."
tags,,,,,,,,
tags,created_at,datetime ∗,x,,,,,
tags,id,integer PK,x,x,,,,
tags,text,string ∗,x,,,,x,
tags,updated_at,datetime ∗,x,,,,x,
tasks,,,,,,,,
tasks,appeal_id,integer ∗ FK,x,,x,,x,
tasks,appeal_type,string ∗,x,,,,x,
tasks,assigned_at,datetime,,,,,,
tasks,assigned_by_id,integer FK,,,x,,,
tasks,assigned_to_id,integer ∗ FK,x,,x,,x,
tasks,assigned_to_type,string ∗,x,,,,x,
tasks,cancellation_reason,string,,,,,x,Reason for latest cancellation status
tasks,cancelled_by_id,integer FK,,,x,,,ID of user that cancelled the task. Backfilled from versions table. Can be nil if task was cancelled before this column was added or if there is no user logged in when the task is cancelled
tasks,closed_at,datetime,,,,,,
tasks,created_at,datetime ∗,x,,,,,
tasks,id,integer (8) PK,x,x,,,,
tasks,instructions,text,,,,,,
tasks,parent_id,integer FK,,,x,,x,
tasks,placed_on_hold_at,datetime,,,,,,
tasks,started_at,datetime,,,,,,
tasks,status,string ∗,x,,,,x,
tasks,type,string ∗,x,,,,x,
tasks,updated_at,datetime ∗,x,,,,x,
task_timers,,,,,,,,A task timer allows an associated task's (like EvidenceSubmissionWindowTask and TimedHoldTask) `when_timer_ends` method to be run asynchronously after timer expires.
task_timers,attempted_at,datetime,,,,,,Async timestamp for most recent attempt to run Task#when_timer_ends.
task_timers,canceled_at,datetime,,,,,,Timestamp when job was abandoned. Associated task is typically cancelled.
task_timers,created_at,datetime ∗,x,,,,,Automatic timestamp for record creation.
task_timers,error,string,,,,,,Async any error message from most recent failed attempt to run.
task_timers,id,integer (8) PK,x,x,,,,
task_timers,last_submitted_at,datetime,,,,,,Async timestamp for most recent job start. Initially set to when timer should expire (Task#timer_ends_at).
task_timers,processed_at,datetime,,,,,,Async timestamp for when the job completes successfully. Associated task's method Task#when_timer_ends ran successfully.
task_timers,submitted_at,datetime,,,,,,Async timestamp for initial job start.
task_timers,task_id,integer (8) ∗ FK,x,,x,,x,ID of the associated Task to be run.
task_timers,updated_at,datetime ∗,x,,,,x,Automatic timestmap for record update.
team_quotas,,,,,,,,
team_quotas,created_at,datetime ∗,x,,,,,
team_quotas,date,date ∗,x,,,,x,
team_quotas,id,integer PK,x,x,,,,
team_quotas,task_type,string ∗,x,,,,x,
team_quotas,updated_at,datetime ∗,x,,,,x,
team_quotas,user_count,integer,,,,,,
transcriptions,,,,,,,,
transcriptions,created_at,datetime,,,,,,Automatic timestamp of when transcription was created
transcriptions,expected_return_date,date,,,,,,Expected date when transcription would be returned by the transcriber
transcriptions,hearing_id,integer (8) FK,,,x,,x,Hearing ID; use as FK to hearings
transcriptions,id,integer (8) PK,x,x,,,,
transcriptions,problem_notice_sent_date,date,,,,,,Date when notice of problem with recording was sent to appellant
transcriptions,problem_type,string,,,,,,"Any problem with hearing recording; could be one of: 'No audio', 'Poor Audio Quality', 'Incomplete Hearing' or 'Other (see notes)'"
transcriptions,requested_remedy,string,,,,,,"Any remedy requested by the apellant for the recording problem; could be one of: 'Proceed without transcript', 'Proceed with partial transcript' or 'New hearing'"
transcriptions,sent_to_transcriber_date,date,,,,,,Date when the recording was sent to transcriber
transcriptions,task_number,string,,,,,,Number associated with transcription
transcriptions,transcriber,string,,,,,,"Contractor who will transcribe the recording; i.e, 'Genesis Government Solutions, Inc.', 'Jamison Professional Services', etc"
transcriptions,updated_at,datetime,,,,,x,Automatic timestamp of when transcription was updated
transcriptions,uploaded_to_vbms_date,date,,,,,,Date when the hearing transcription was uploaded to VBMS
unrecognized_appellants,,,,,,,,Unrecognized non-veteran appellants
unrecognized_appellants,claimant_id,integer (8) ∗ FK,x,,x,,x,The OtherClaimant record associating this appellant to a DecisionReview
unrecognized_appellants,created_at,datetime ∗,x,,,,,
unrecognized_appellants,id,integer (8) PK,x,x,,,,
unrecognized_appellants,poa_participant_id,string,,,,,,"Identifier of the appellant's POA, if they have a CorpDB participant_id"
unrecognized_appellants,relationship,string ∗,x,,,,,"Relationship to veteran. Allowed values: attorney, child, spouse, other"
unrecognized_appellants,unrecognized_party_detail_id,integer (8) FK,,,x,,x,Contact details
unrecognized_appellants,unrecognized_power_of_attorney_id,integer (8) FK,,,x,,x,"Appellant's POA, if they aren't in CorpDB."
unrecognized_appellants,updated_at,datetime ∗,x,,,,,
unrecognized_party_details,,,,,,,,"For an appellant or POA, name and contact details for an unrecognized person or organization"
unrecognized_party_details,address_line_1,string ∗,x,,,,,
unrecognized_party_details,address_line_2,string,,,,,,
unrecognized_party_details,address_line_3,string,,,,,,
unrecognized_party_details,city,string ∗,x,,,,,
unrecognized_party_details,country,string ∗,x,,,,,
unrecognized_party_details,created_at,datetime ∗,x,,,,,
unrecognized_party_details,email_address,string,,,,,,
unrecognized_party_details,id,integer (8) PK,x,x,,,,
unrecognized_party_details,last_name,string,,,,,,
unrecognized_party_details,middle_name,string,,,,,,
unrecognized_party_details,name,string ∗,x,,,,,"Name of organization, or first name or mononym of person"
unrecognized_party_details,party_type,string ∗,x,,,,,"The type of this party. Allowed values: individual, organization"
unrecognized_party_details,phone_number,string,,,,,,
unrecognized_party_details,state,string ∗,x,,,,,
unrecognized_party_details,suffix,string,,,,,,
unrecognized_party_details,updated_at,datetime ∗,x,,,,,
unrecognized_party_details,zip,string ∗,x,,,,,
users,,,,,,,,Authenticated Caseflow users
users,created_at,datetime,,,,,,
users,css_id,string ∗,x,,,,,
users,efolder_documents_fetched_at,datetime,,,,,,Date when efolder documents were cached in s3 for this user
users,email,string,,,,,,
users,full_name,string,,,,,,
users,id,integer PK,x,x,,,,
users,last_login_at,datetime,,,,,,The last time the user-agent (browser) provided session credentials; see User.from_session for precision
users,roles,string,,,,,,
users,selected_regional_office,string,,,,,,
users,station_id,string ∗,x,,,,,
users,status,string,,,,,x,Whether or not the user is an active user of caseflow
users,status_updated_at,datetime,,,,,,When the user's status was last updated
users,updated_at,datetime,,,,,x,
user_quotas,,,,,,,,
user_quotas,created_at,datetime ∗,x,,,,,
user_quotas,id,integer PK,x,x,,,,
user_quotas,locked_task_count,integer,,,,,,
user_quotas,team_quota_id,integer ∗ FK,x,,x,,x,
user_quotas,updated_at,datetime ∗,x,,,,x,
user_quotas,user_id,integer ∗ FK,x,,x,,x,
vbms_uploaded_documents,,,,,,,,
vbms_uploaded_documents,appeal_id,integer (8) ∗ FK,x,,x,,x,Appeal/LegacyAppeal ID; use as FK to appeals/legacy_appeals
vbms_uploaded_documents,appeal_type,string ∗,x,,,,x,'Appeal' or 'LegacyAppeal'
vbms_uploaded_documents,attempted_at,datetime,,,,,,
vbms_uploaded_documents,canceled_at,datetime,,,,,,Timestamp when job was abandoned
vbms_uploaded_documents,created_at,datetime ∗,x,,,,,
vbms_uploaded_documents,document_type,string ∗,x,,,,,
vbms_uploaded_documents,error,string,,,,,,
vbms_uploaded_documents,id,integer (8) PK,x,x,,,,
vbms_uploaded_documents,last_submitted_at,datetime,,,,,,
vbms_uploaded_documents,processed_at,datetime,,,,,,
vbms_uploaded_documents,submitted_at,datetime,,,,,,
vbms_uploaded_documents,updated_at,datetime ∗,x,,,,x,
vbms_uploaded_documents,uploaded_to_vbms_at,datetime,,,,,,
veterans,,,,,,,,
veterans,bgs_last_synced_at,datetime,,,,,,The last time cached BGS attributes were synced
veterans,closest_regional_office,string,,,,,,
veterans,created_at,datetime,,,,,,
veterans,date_of_death,date,,,,,,"Date of Death reported by BGS, cached locally"
veterans,date_of_death_reported_at,datetime,,,,,,The datetime that date_of_death last changed for veteran.
veterans,file_number,string ∗,x,,,,x,
veterans,first_name,string ∗,x,,,,,
veterans,id,integer (8) PK,x,x,,,,
